Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Morgan Reed	F	Jr	27	15	11	26	0.9630	13	26	2	4	0	0
Louise Steele-Norton	F	Sr	25	8	11	19	0.7600	16	40	2	0	0	0
Gabrielle Schnepp	F	So	27	7	10	17	0.6296	13	26	2	2	2	0
Nicole Schwartz	F	Sr	24	4	9	13	0.5417	8	16	2	3	0	0
Emily Coope	F	So	27	5	7	12	0.4444	9	18	1	0	0	0
Kelsey Dowdall	F	Sr	25	5	7	12	0.4800	7	14	0	1	0	0
Victoria Pelton	F	So	23	3	8	11	0.4783	5	10	0	1	0	0
Nicole Kieffer	D	Sr	22	3	7	10	0.4545	1	2	0	2	0	0
Samantha Pucci	D	Sr	27	2	8	10	0.3704	12	24	1	0	0	0
Samantha Husak	D	Fr	25	2	8	10	0.4000	18	36	0	0	0	0
Taylor Osowski	F	Fr	27	5	4	9	0.3333	10	20	0	0	0	0
Véronique Lortie	D	Fr	27	0	7	7	0.2593	14	28	0	0	0	0
Carlie Smith	F	Fr	27	4	1	5	0.1852	4	8	1	2	0	0
Mackenzie Roy	F	Jr	7	3	2	5	0.7143	2	4	0	2	0	0
Janessa Haasbeek	D	Jr	17	0	5	5	0.2941	7	14	0	0	0	0
Allison Buch	D	Fr	20	0	4	4	0.2000	1	2	0	0	0	0
Kelly Critzer	D	Fr	24	1	2	3	0.1250	3	6	0	0	0	0
Jennifer Arts	F	Fr	25	1	0	1	0.0400	2	4	0	0	0	0
Halle Donoho	F	So	17	0	0	0	0.0000	2	4	0	0	0	0
Nicki Clover	F	Fr	17	0	0	0	0.0000	2	4	0	0	0	0
Marissa McNamara	G	Sr	7	0	0	0	0.0000	0	0	0	0	0	0
Madison Christoff	D	Sr	21	0	0	0	0.0000	3	6	0	0	0	0
Keira Goin	G	So	20	0	0	0	0.0000	3	6	0	0	0	0
Gabrielle Abbott	G	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Emily Holtshouser	D	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
