Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kathleen Twomey	F	So	27	25	17	42	1.5556	4	10	0	0
Arianna Rigano	F	Fr	27	26	11	37	1.3704	3	11	0	0
Kelsey Johnson	F	So	27	15	14	29	1.0741	6	5	1	0
Bianca DeSantis	F	So	27	14	7	21	0.7778	2	1	0	1
Brittany Kretzman	F	Jr	25	6	14	20	0.8000	0	2	0	0
Cindy Lebel	F	Jr	19	6	13	19	1.0000	2	2	0	0
Kendall Junta	F	Sr	25	5	14	19	0.7600	1	0	1	0
Arden Lyons	F/D	Jr	24	7	10	17	0.7083	1	5	0	0
Daniella Lyons	F/D	Fr	26	4	13	17	0.6538	1	1	0	0
Kasey Cedorchuk	D	Fr	27	6	9	15	0.5556	3	1	0	0
Samantha Rowe	F	So	26	5	5	10	0.3846	0	2	0	0
Mollie Welch	D	Jr	18	3	6	9	0.5000	1	2	0	0
Lindsay Snow	D	Jr	26	0	8	8	0.3077	0	0	0	0
Bevin Padgett	F	Sr	25	2	5	7	0.2800	0	0	0	0
Rachel Cooke	F	Jr	25	2	5	7	0.2800	0	0	0	0
Maggie Dwyer	D	So	26	0	6	6	0.2308	0	0	0	0
Ingrid Mintautas	F	Jr	16	2	3	5	0.3125	0	0	0	0
Tiea Kurlowecz	F	Jr	24	2	3	5	0.2083	0	0	0	0
Kerri Aylward	F/D	Fr	9	3	1	4	0.4444	0	0	0	0
Liezl McLean-Shinaman	F	Fr	7	2	1	3	0.4286	0	2	0	0
Shellie Swan	F	Jr	6	0	3	3	0.5000	0	0	0	0
Brittney Gould	D	Fr	18	1	1	2	0.1111	0	0	0	0
Maria Dougherty	F/D	Fr	3	1	1	2	0.6667	0	0	0	0
Allie DiRico	G	Fr	7	0	0	0	0.0000	0	0	0	0
Jen Taylor	G	Fr	10	0	0	0	0.0000	0	0	0	0
Jessica Tobin	D	Jr	3	0	0	0	0.0000	0	0	0	0
Andrea Berlin	G	Jr	16	0	0	0	0.0000	0	0	0	0
