Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kate Sweeney	F	Sr	23	9	9	18	0.7826	1	2	0	0
Michele Barmash	F	Jr	21	9	8	17	0.8095	1	1	0	0
Heather DeVito	F	Jr	20	12	3	15	0.7500	2	4	1	1
Caitlin Hickey	F	So	23	1	8	9	0.3913	0	0	0	0
Jennifer McAleer	F	Fr	22	4	3	7	0.3182	0	0	1	0
Sarah Goodrich	F	Jr	23	1	5	6	0.2609	0	0	0	0
Sasha Schroeder	F	Jr	23	2	3	5	0.2174	0	0	0	0
Christina Dotchin	D	Sr	23	1	4	5	0.2174	0	1	0	0
Lindsay Tedeschi	F	Fr	23	1	2	3	0.1304	0	0	0	0
Erin Schlossman	D	Fr	23	0	3	3	0.1304	0	0	0	0
Mallory Young	D	Jr	23	2	0	2	0.0870	0	0	0	0
Meghan Barringer	D	Jr	23	0	2	2	0.0870	0	0	0	0
Kristin Putnam	D	Jr	19	1	0	1	0.0526	0	0	0	0
Lindsay Barada	F	So	23	1	0	1	0.0435	0	0	0	0
Lynn Hasday	G	Jr	17	0	1	1	0.0588	0	0	0	0
Caitlin Leahy	D	So	23	0	1	1	0.0435	0	0	0	0
Johanna Black	F	So	2	0	0	0	0.0000	0	0	0	0
Sarah Webster	G	Jr	1	0	0	0	0.0000	0	0	0	0
Anna Morro	D	So	19	0	0	0	0.0000	0	0	0	0
Alex Harris	G	Fr	12	0	0	0	0.0000	0	0	0	0
