Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tristan Desmet	F	Sr	32	17	14	31	0.9688	3	7	0	0
Andrea Steranko	F	Sr	32	10	13	23	0.7188	1	2	0	0
Cheryl White	F	Sr	30	12	10	22	0.7333	4	1	0	0
Sonia Corriveau	F	So	28	8	10	18	0.6429	1	4	0	0
Katie Sunstrum	F	So	32	9	6	15	0.4688	2	4	1	0
Brigitte Laflamme	F	So	32	5	10	15	0.4688	1	2	1	0
Julie Poulin	D	So	29	4	7	11	0.3793	0	1	1	1
Laura Maddin	D	Sr	32	0	10	10	0.3125	0	0	0	0
Karine Senecal	D	So	32	1	8	9	0.2813	0	0	0	0
Kelly Law	D	So	28	2	5	7	0.2500	1	0	0	0
Morgan Janusc	F	Jr	30	1	5	6	0.2000	0	0	0	0
Amy Quirion	F	So	32	4	1	5	0.1563	0	0	0	0
Danielle Tangredi	F	Fr	32	2	2	4	0.1250	1	0	0	0
Sheri Wauters	F	Fr	32	2	1	3	0.0938	0	0	0	0
Abby Krause	F	Fr	31	1	1	2	0.0645	0	0	0	0
Jessica Leclerc	D	Fr	2	0	2	2	1.0000	0	0	0	0
Kendall Junta	F	So	7	1	0	1	0.1429	0	0	0	0
Emily Stevens	F	Sr	27	0	1	1	0.0370	0	0	0	0
Jenna Cowan	F	Fr	29	0	0	0	0.0000	0	0	0	0
Alanna Pfeffer	F/D	Jr	5	0	0	0	0.0000	0	0	0	0
Jayme Wilmann	G	Fr	1	0	0	0	0.0000	0	0	0	0
Susannah Orzell	F	So	1	0	0	0	0.0000	0	0	0	0
Julie Lizotte	F	Fr	3	0	0	0	0.0000	0	0	0	0
Rachel Gettings	G	So	31	0	0	0	0.0000	0	0	0	0
