"Name","Pos","Year","GP","G","A","Pts.","Pt/Gm","PEN","PIM","GWG","PPG","SHG","ENG","Season","Team"
"Amanda Mazzotta","G","Jr","18","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","cornell"
"Lauren Slebodnick","G","Fr","16","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","cornell"
"Maggie Giamo","F","Jr","24","4","6","10","0.4167","12","24","1","2","0","0","2010-2011","cortland"
"Gina Tomei","F","Fr","21","3","5","8","0.3810","3","6","0","1","0","0","2010-2011","cortland"
"Chelsey Wright","F","So","23","4","3","7","0.3043","9","18","0","0","0","0","2010-2011","cortland"
"Taylor Puckhaber","F","So","19","2","5","7","0.3684","5","10","1","1","0","0","2010-2011","cortland"
"Kellie Micillo","F","So","22","2","5","7","0.3182","5","13","0","1","0","1","2010-2011","cortland"
"Ashley Meyer","F","Jr","20","4","1","5","0.2500","5","10","0","1","0","0","2010-2011","cortland"
"Shannon Hakes","F","Sr","23","3","2","5","0.2174","1","2","0","0","1","0","2010-2011","cortland"
"Cara Latchum","D","So","24","1","4","5","0.2083","4","8","0","0","0","1","2010-2011","cortland"
"Jenn Fitzgerald","F","Fr","18","2","2","4","0.2222","4","8","0","0","0","0","2010-2011","cortland"
"Allie Beall","F","Fr","23","2","2","4","0.1739","0","0","1","0","0","0","2010-2011","cortland"
"Amanda Maddalena","F","Jr","24","2","2","4","0.1667","2","4","0","0","0","0","2010-2011","cortland"
"Jen Whelan","D","Jr","23","0","4","4","0.1739","14","28","0","0","0","0","2010-2011","cortland"
"Julia Fleming","F","Jr","21","2","1","3","0.1429","4","8","0","2","0","0","2010-2011","cortland"
"Erika Osborne","D","So","20","1","2","3","0.1500","6","12","1","1","0","0","2010-2011","cortland"
"Kelsey Shares","F","Fr","8","1","2","3","0.3750","3","6","0","0","0","0","2010-2011","cortland"
"Charlotte Carter","F","Fr","13","1","1","2","0.1538","1","2","0","0","0","0","2010-2011","cortland"
"Brianna Rossi","F","So","23","0","2","2","0.0870","7","17","0","0","0","0","2010-2011","cortland"
"Gwen Paul","D","Fr","22","0","2","2","0.0909","5","10","0","0","0","0","2010-2011","cortland"
"Pam Murphy","F/D","Jr","20","0","1","1","0.0500","5","10","0","0","0","0","2010-2011","cortland"
"Sara Beckstead","D","Fr","6","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","cortland"
"Julia Rapp","D","So","10","0","0","0","0.0000","5","10","0","0","0","0","2010-2011","cortland"
"Emily Foss","D","Fr","14","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","cortland"
"Katie Double","G","Jr","15","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","cortland"
"Sarah Ribarich","G","Fr","4","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","cortland"
"Meghan Ward","F","Sr","7","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","cortland"
"Jordan Baum","F","So","4","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","cortland"
"Sarah Sitcov","G","So","9","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","cortland"
"Camille Dumais","F","So","34","18","19","37","1.0882","15","30","6","8","0","0","2010-2011","dartmouth"
"Amanda Trunzo","F","Sr","32","15","18","33","1.0313","5","10","2","4","1","2","2010-2011","dartmouth"
"Kelly Foley","F","Jr","34","17","14","31","0.9118","0","0","2","9","0","1","2010-2011","dartmouth"
"Sasha Nanji","D","So","34","14","16","30","0.8824","12","24","4","3","0","0","2010-2011","dartmouth"
"Reagan Fischer","F","Jr","34","9","19","28","0.8235","6","12","1","1","1","0","2010-2011","dartmouth"
"Jenna Hobeika","F","Jr","34","11","14","25","0.7353","16","35","1","4","0","0","2010-2011","dartmouth"
"Sally Komarek","F","So","34","6","13","19","0.5588","10","20","1","4","0","0","2010-2011","dartmouth"
"Geneva Kliman","D","Jr","33","3","11","14","0.4242","16","32","1","3","0","0","2010-2011","dartmouth"
"Margaux Sharp","D","So","34","1","13","14","0.4118","15","30","0","1","0","0","2010-2011","dartmouth"
"Erica Dobos","F","Jr","34","5","6","11","0.3235","7","14","2","2","0","0","2010-2011","dartmouth"
"Lisa Berreman","D","So","31","1","6","7","0.2258","7","14","0","0","0","0","2010-2011","dartmouth"
"Katie Horner","D","Sr","34","1","4","5","0.1471","15","30","0","0","0","0","2010-2011","dartmouth"
"Lauren Kelly","D","Fr","24","0","5","5","0.2083","3","6","0","0","0","0","2010-2011","dartmouth"
"Moira Scanlon","D","Jr","34","2","2","4","0.1176","9","29","1","0","0","0","2010-2011","dartmouth"
"Alyssa Boehm","F","Sr","34","3","0","3","0.0882","3","6","0","0","1","0","2010-2011","dartmouth"
"Ali Winkel","F","Fr","32","1","2","3","0.0938","2","4","0","0","0","0","2010-2011","dartmouth"
"Jessica Gagner","F","So","33","1","0","1","0.0303","0","0","0","0","0","0","2010-2011","dartmouth"
"Ellie Gleason","D","Fr","4","0","0","0","0.0000","2","4","0","0","0","0","2010-2011","dartmouth"
"Brittany Mills","F","Jr","23","0","0","0","0.0000","4","8","0","0","0","0","2010-2011","dartmouth"
"Larissa Roche","F","Sr","26","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","dartmouth"
"Lindsay Holdcroft","G","Fr","27","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","dartmouth"
"Whitney Woodcox","G","So","8","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","dartmouth"
"Tori Charron","F","Fr","26","28","9","37","1.4231","26","60","6","12","1","0","2010-2011","elmira"
"Tanis Lamoureux","F","Fr","26","9","13","22","0.8462","2","4","1","4","0","0","2010-2011","elmira"
"Madison Johnston","D","So","26","7","11","18","0.6923","18","36","2","4","0","0","2010-2011","elmira"
"Kathryn Walker","D","Jr","26","5","13","18","0.6923","5","10","2","2","0","0","2010-2011","elmira"
"Caitlin Metcalf","F","So","26","5","10","15","0.5769","4","8","0","2","0","0","2010-2011","elmira"
"Lindsay Mitchell","F","Jr","26","4","10","14","0.5385","4","8","1","0","0","0","2010-2011","elmira"
"Amber Tirri","F","So","25","5","8","13","0.5200","7","14","0","0","0","0","2010-2011","elmira"
"Ella Stewart","D","Fr","26","2","11","13","0.5000","9","18","0","1","0","0","2010-2011","elmira"
"Lauren Campbell","F","Jr","26","3","8","11","0.4231","11","22","0","1","2","0","2010-2011","elmira"
"Samantha Curk","F","So","24","1","10","11","0.4583","6","12","0","0","0","1","2010-2011","elmira"
"Alex Bresler","F","Jr","24","5","3","8","0.3333","4","8","2","2","0","0","2010-2011","elmira"
"Kelsey Evershed","F","Fr","26","4","4","8","0.3077","3","6","0","0","0","0","2010-2011","elmira"
"Amanda Ritzel","D","Sr","26","2","6","8","0.3077","7","14","1","1","0","0","2010-2011","elmira"
"Briana Saltstone","F","Fr","26","4","2","6","0.2308","10","20","0","0","0","0","2010-2011","elmira"
"Maddy Charbonneau","D","Fr","26","0","6","6","0.2308","3","6","0","0","0","0","2010-2011","elmira"
"Mary-Kate Gellerman","D","So","25","2","1","3","0.1200","11","22","0","0","0","0","2010-2011","elmira"
"Alex McPhail","F","Jr","26","1","2","3","0.1154","0","0","1","0","0","0","2010-2011","elmira"
"Jocelynne Hudgins","F/D","Fr","22","1","0","1","0.0455","3","6","0","0","0","0","2010-2011","elmira"
"Laura Proietto","G","So","3","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","elmira"
"Jennie Robinson","D","Fr","1","0","0","0","0.0000","2","4","0","0","0","0","2010-2011","elmira"
"Nicole Court","F","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","elmira"
"Samantha Maguire","G","So","4","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","elmira"
"Lauren Sullivan","G","So","19","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","elmira"
"Jenna Esposito","F","Fr","1","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","elmira"
"Kelly Poelstra","F","So","24","2","5","7","0.2917","18","36","0","1","0","0","2010-2011","finlandia"
"Jolene Kneebone","F/D","Jr","24","0","7","7","0.2917","18","36","0","0","0","0","2010-2011","finlandia"
"Nicole Schumacher","D","Sr","24","3","3","6","0.2500","19","46","0","2","0","0","2010-2011","finlandia"
"Alisha Ellertson","F","Jr","24","3","3","6","0.2500","14","39","1","0","0","0","2010-2011","finlandia"
"Brittany Knopp","F","Fr","23","2","1","3","0.1304","8","16","0","1","0","0","2010-2011","finlandia"
"Rosario Holt","D","Fr","18","0","3","3","0.1667","8","16","0","0","0","0","2010-2011","finlandia"
"Taryn Moffat","F","Jr","24","2","0","2","0.0833","12","24","0","0","0","0","2010-2011","finlandia"
"Robin Stockwell","F","Fr","24","2","0","2","0.0833","4","8","0","0","0","0","2010-2011","finlandia"
"Siera Hache","F","Fr","24","1","1","2","0.0833","13","26","0","1","0","0","2010-2011","finlandia"
"My Lindskog","F","Fr","22","1","1","2","0.0909","4","8","0","0","0","0","2010-2011","finlandia"
"Allison Lee","F","Jr","22","1","0","1","0.0455","6","12","0","0","0","0","2010-2011","finlandia"
"Mariah Mumford","F","Jr","24","0","1","1","0.0417","9","18","0","0","0","0","2010-2011","finlandia"
"Katie Harris","D","Jr","24","0","0","0","0.0000","13","26","0","0","0","0","2010-2011","finlandia"
"Megan Malwitz","F","Fr","12","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","finlandia"
"Molly Mandoli","G","Fr","4","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","finlandia"
"Jackie D'Urso","D","So","24","0","0","0","0.0000","2","4","0","0","0","0","2010-2011","finlandia"
"Ashley Pavlish","G","So","16","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","finlandia"
"Cassie Behl","F","Fr","24","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","finlandia"
"Stephanie LaMore","G","So","10","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","finlandia"
"Danni Shingleton","F","Fr","5","0","0","0","0.0000","2","4","0","0","0","0","2010-2011","finlandia"
"Lindsey Hjelm","F","So","30","12","18","30","1.0000","29","58","3","5","0","1","2010-2011","gustavus-adolphus"
"Allie Schwab","F","Jr","30","15","12","27","0.9000","12","24","3","4","0","2","2010-2011","gustavus-adolphus"
"Amanda Cartony","F","Fr","28","13","8","21","0.7500","2","4","3","7","0","0","2010-2011","gustavus-adolphus"
"Mollie Carroll","F","Jr","30","6","12","18","0.6000","4","8","3","1","0","0","2010-2011","gustavus-adolphus"
"Kirstin Peterson","D","Sr","30","3","14","17","0.5667","10","20","0","2","0","0","2010-2011","gustavus-adolphus"
"Melissa Doyle","F","Fr","27","8","8","16","0.5926","2","4","0","3","0","0","2010-2011","gustavus-adolphus"
"Lisa Tuuri","F","Fr","30","7","8","15","0.5000","14","28","3","1","0","0","2010-2011","gustavus-adolphus"
"Jenna Christensen","F","So","27","8","3","11","0.4074","5","10","1","1","0","0","2010-2011","gustavus-adolphus"
"Meagan Wanecke","F","So","29","7","4","11","0.3793","4","8","3","2","0","0","2010-2011","gustavus-adolphus"
"Sara Yungner","D","Sr","30","1","8","9","0.3000","3","9","0","1","0","0","2010-2011","gustavus-adolphus"
"Kelsey Kennedy","D","So","27","0","9","9","0.3333","0","0","0","0","0","0","2010-2011","gustavus-adolphus"
"Gracie Olson","F","Jr","26","3","5","8","0.3077","1","2","1","2","0","0","2010-2011","gustavus-adolphus"
"Whitney Schaff","F","Jr","28","3","5","8","0.2857","5","10","1","0","0","0","2010-2011","gustavus-adolphus"
"Alyssa Gaulrapp","F","Jr","25","3","3","6","0.2400","5","10","0","0","0","0","2010-2011","gustavus-adolphus"
"Jess Harren","F","So","29","3","3","6","0.2069","2","4","0","1","0","0","2010-2011","gustavus-adolphus"
"Maddie Bergh","D","Fr","28","3","3","6","0.2143","3","6","0","3","0","0","2010-2011","gustavus-adolphus"
"Gina DeNucci","D","Jr","29","1","4","5","0.1724","8","16","0","0","0","0","2010-2011","gustavus-adolphus"
"Kelsey Johnson","D","Sr","24","1","4","5","0.2083","2","4","0","0","0","0","2010-2011","gustavus-adolphus"
"Kayla Ingbretson","F","So","20","2","1","3","0.1500","2","4","0","0","0","0","2010-2011","gustavus-adolphus"
"Tam Meuwissen","F","So","13","1","2","3","0.2308","3","6","1","0","0","0","2010-2011","gustavus-adolphus"
"Danielle Justice","G","Jr","28","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","gustavus-adolphus"
"Katherine Jorgenson","G","Fr","5","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","gustavus-adolphus"
"Marah Sobczak","G","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","gustavus-adolphus"
"Stephanie Miguel","F","Sr","17","8","12","20","1.1765","4","8","1","2","1","0","2010-2011","hamilton"
"Katie Zimmerman","F","So","25","10","9","19","0.7600","4","8","1","0","0","0","2010-2011","hamilton"
"Abby Runyon","F","So","25","6","12","18","0.7200","4","8","2","0","0","0","2010-2011","hamilton"
"Stephanie Lang","F","Fr","25","6","8","14","0.5600","3","6","2","2","0","0","2010-2011","hamilton"
"Nikki Haskins","F","Fr","25","7","6","13","0.5200","7","14","1","2","0","0","2010-2011","hamilton"
"Becky Cairns","F","Sr","25","7","5","12","0.4800","1","2","0","3","0","0","2010-2011","hamilton"
"Meredith Bitterman","D","Jr","25","2","9","11","0.4400","14","28","0","2","0","0","2010-2011","hamilton"
"Gigi Fraser","F","Fr","25","4","4","8","0.3200","8","27","1","0","0","0","2010-2011","hamilton"
"Christie Sharlow","F","Sr","25","4","4","8","0.3200","4","8","0","0","1","0","2010-2011","hamilton"
"Riley Smith","F","Jr","25","1","6","7","0.2800","9","18","1","0","0","0","2010-2011","hamilton"
"Hannah Jaiven","D","Fr","25","0","6","6","0.2400","22","44","0","0","0","0","2010-2011","hamilton"
"Laura DiCarlo","F","Jr","25","2","3","5","0.2000","1","2","0","0","0","0","2010-2011","hamilton"
"Emily Baxter","F","So","22","0","5","5","0.2273","3","6","0","0","0","0","2010-2011","hamilton"
"Bret Lineberry","D","Sr","25","1","3","4","0.1600","4","8","1","0","0","0","2010-2011","hamilton"
"Julia Beaty","D","So","25","0","3","3","0.1200","7","14","0","0","0","0","2010-2011","hamilton"
"Jill Tokarczyk","D","Fr","25","0","3","3","0.1200","6","12","0","0","0","0","2010-2011","hamilton"
"Kristen Pallen","F/D","Jr","18","2","0","2","0.1111","3","6","1","0","0","0","2010-2011","hamilton"
"Julia Williams","D","Fr","23","0","0","0","0.0000","2","4","0","0","0","0","2010-2011","hamilton"
"Jennifer Keefe","D","Jr","20","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","hamilton"
"Lesley Ryder","G","Sr","1","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","hamilton"
"Tori Bogen","G","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","hamilton"
"Becca Hazlett","G","So","20","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","hamilton"
"Haley Johnson","F","So","24","7","9","16","0.6667","6","12","1","1","1","0","2010-2011","hamline"
"Alli Miller","F","Sr","24","9","6","15","0.6250","30","71","0","4","1","0","2010-2011","hamline"
"Jessica Kraus","F","Jr","24","5","4","9","0.3750","12","24","1","2","0","0","2010-2011","hamline"
"Erin Kastner","F","Jr","24","3","5","8","0.3333","26","52","0","1","0","0","2010-2011","hamline"
"Jessica Hunt","D","Fr","19","1","4","5","0.2632","12","24","1","0","0","0","2010-2011","hamline"
"Billye Nelson","D","Jr","24","1","3","4","0.1667","18","36","0","0","0","0","2010-2011","hamline"
"Rachel Deick","F","Jr","24","2","1","3","0.1250","4","8","0","1","0","0","2010-2011","hamline"
"Laura Randall","F","So","24","2","1","3","0.1250","3","6","1","0","0","0","2010-2011","hamline"
"Colleen Brigl","F","So","24","1","1","2","0.0833","9","18","0","0","0","0","2010-2011","hamline"
"Jestina Koenigsmark","D","Jr","24","0","2","2","0.0833","1","2","0","0","0","0","2010-2011","hamline"
"Megan Olson","D","Sr","24","0","2","2","0.0833","11","22","0","0","0","0","2010-2011","hamline"
"Megan Campbell","D","Fr","23","0","1","1","0.0435","1","2","0","0","0","0","2010-2011","hamline"
"Kaitlin Denton","D","Jr","24","0","1","1","0.0417","0","0","0","0","0","0","2010-2011","hamline"
"Brianna Sigg","F","Jr","24","0","1","1","0.0417","0","0","0","0","0","0","2010-2011","hamline"
"Bailey Danahy","F","Fr","9","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","hamline"
"Caitlin Nosanov","G","Fr","5","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","hamline"
"Amelea Gray","G","So","8","0","0","0","0.0000","2","4","0","0","0","0","2010-2011","hamline"
"Seanna Robinson","F","Jr","24","0","0","0","0.0000","3","6","0","0","0","0","2010-2011","hamline"
"Catherine Valimont","D","Fr","23","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","hamline"
"Nicole Jones","G","Jr","14","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","hamline"
"Jillian Dempsey","F","So","32","14","14","28","0.8750","12","46","3","2","1","0","2010-2011","harvard"
"Kate Buesser","F","Sr","32","15","11","26","0.8125","10","20","3","5","1","1","2010-2011","harvard"
"Josephine Pucci","D","So","30","12","13","25","0.8333","23","46","2","2","1","0","2010-2011","harvard"
"Liza Ryabkina","F/D","Sr","32","11","14","25","0.7813","13","26","1","6","0","0","2010-2011","harvard"
"Leanna Coskren","D","Sr","32","4","18","22","0.6875","7","14","0","3","0","0","2010-2011","harvard"
"Katharine Chute","F","Sr","32","9","12","21","0.6563","8","16","1","1","0","2","2010-2011","harvard"
"Marissa Gedman","D","Fr","32","5","12","17","0.5313","14","28","0","1","0","1","2010-2011","harvard"
"Lyndsey Fry","F","Fr","26","6","5","11","0.4231","6","12","1","1","0","0","2010-2011","harvard"
"Ashley Wheeler","D","Sr","32","4","6","10","0.3125","11","22","1","1","0","0","2010-2011","harvard"
"Kalley Armstrong","F","Fr","31","5","4","9","0.2903","6","12","4","0","0","0","2010-2011","harvard"
"Alisa Baumgartner","F","Jr","28","3","6","9","0.3214","1","2","0","0","0","0","2010-2011","harvard"
"Kelsey Romatoski","D","So","32","1","7","8","0.2500","13","26","1","0","0","0","2010-2011","harvard"
"Kaitlin Spurling","F","So","30","1","6","7","0.2333","11","22","0","0","0","0","2010-2011","harvard"
"Elizabeth Parker","F","Fr","31","3","3","6","0.1935","4","8","0","0","0","0","2010-2011","harvard"
"Gina McDonald","F","Fr","32","2","4","6","0.1875","5","10","0","0","0","0","2010-2011","harvard"
"Whitney Kennedy","F","So","29","2","3","5","0.1724","2","4","0","0","0","0","2010-2011","harvard"
"Jackie Young","D","Fr","32","0","3","3","0.0938","4","8","0","0","0","0","2010-2011","harvard"
"Laura Bellamy","G","So","30","0","2","2","0.0667","0","0","0","0","0","0","2010-2011","harvard"
"Hilary Hayssen","D","So","26","0","1","1","0.0385","6","12","0","0","0","0","2010-2011","harvard"
"Deborah Conway","F","Sr","8","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","harvard"
"Margaret Chute","F","So","16","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","harvard"
"Lauren Joarnt","G","Fr","4","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","harvard"
"Stacey Hochkins","F","Jr","26","24","22","46","1.7692","22","44","5","7","2","1","2010-2011","holy-cross"
"Jocelyn Kratchmer","LW","Sr","27","22","19","41","1.5185","11","30","1","4","2","1","2010-2011","holy-cross"
"Nicola Garat","F","Jr","27","19","10","29","1.0741","5","10","3","4","2","0","2010-2011","holy-cross"
"Caroline English","F","So","23","10","18","28","1.2174","2","4","3","4","0","0","2010-2011","holy-cross"
"Emily Henry","D","Sr","27","3","16","19","0.7037","21","45","0","0","0","0","2010-2011","holy-cross"
"Alex Campione","F","Fr","27","7","9","16","0.5926","23","49","1","2","0","0","2010-2011","holy-cross"
"Rebecca O'Quinn","F","So","27","5","11","16","0.5926","4","8","2","1","0","0","2010-2011","holy-cross"
"Christina D'Ambrogio","F","Sr","27","4","8","12","0.4444","4","8","0","0","0","0","2010-2011","holy-cross"
"Meghan Reynolds","F","So","27","4","5","9","0.3333","3","6","1","1","0","0","2010-2011","holy-cross"
"Amanda Gallagher","D","Fr","27","1","7","8","0.2963","3","6","0","1","0","0","2010-2011","holy-cross"
"Devon Ball","D","Fr","27","1","5","6","0.2222","8","16","0","0","0","0","2010-2011","holy-cross"
"Alyssa Ruhland","F","So","27","3","2","5","0.1852","2","4","0","0","0","0","2010-2011","holy-cross"
"Kylee Sullivan","F","Fr","23","2","3","5","0.2174","2","4","0","0","0","0","2010-2011","holy-cross"
"Tory Bratton","F","Fr","25","2","3","5","0.2000","5","10","0","0","0","0","2010-2011","holy-cross"
"Emily Sullivan","D","Fr","26","3","1","4","0.1538","5","10","1","2","0","0","2010-2011","holy-cross"
"Chelsea Caracciolo","D","Fr","25","0","4","4","0.1600","7","14","0","0","0","0","2010-2011","holy-cross"
"Amy Pfund","F","Jr","26","1","1","2","0.0769","2","4","0","0","0","0","2010-2011","holy-cross"
"Colleen Krmpotich","D","Sr","16","0","2","2","0.1250","3","6","0","0","0","0","2010-2011","holy-cross"
"Mariah Napolitano","D","So","15","0","1","1","0.0667","0","0","0","0","0","0","2010-2011","holy-cross"
"Lindsay Atkinson","G","Sr","5","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","holy-cross"
"Ali Knapp","F","Fr","7","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","holy-cross"
"Carly Dominick-Sobol","G","Jr","13","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","holy-cross"
"Monique Gallant","G","Sr","14","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","holy-cross"
"Melissa Kravich","F","Sr","20","6","15","21","1.0500","2","4","1","1","0","0","2010-2011","lake-forest"
"Lynn Switaj","F","Sr","23","10","10","20","0.8696","7","14","3","4","0","0","2010-2011","lake-forest"
"Jessica Dare","F","Jr","25","8","9","17","0.6800","6","12","1","2","0","0","2010-2011","lake-forest"
"Mira Trebilcock","F","Jr","23","4","12","16","0.6957","1","2","1","1","0","0","2010-2011","lake-forest"
"Stephanie Slinde","F","Fr","24","9","5","14","0.5833","0","0","0","3","1","0","2010-2011","lake-forest"
"Sam Herron","F","Sr","24","5","9","14","0.5833","2","4","0","3","0","0","2010-2011","lake-forest"
"Angie Chronis","D","So","24","3","8","11","0.4583","9","18","1","0","0","0","2010-2011","lake-forest"
"Kim Herring","F","Jr","15","8","2","10","0.6667","8","16","1","2","0","0","2010-2011","lake-forest"
"Rosy Fujimoto","F","So","25","7","3","10","0.4000","13","37","1","1","0","0","2010-2011","lake-forest"
"Jenn Caldwell","F","So","25","2","8","10","0.4000","8","16","0","0","0","0","2010-2011","lake-forest"
"Maeve Connelly","F","Fr","24","5","4","9","0.3750","6","12","0","0","0","0","2010-2011","lake-forest"
"Molly Wallner","D","Jr","22","2","6","8","0.3636","4","8","1","2","0","0","2010-2011","lake-forest"
"Sarah Gilbride","D","Fr","25","1","6","7","0.2800","6","12","0","1","0","0","2010-2011","lake-forest"
"Emily White","F","Fr","19","2","2","4","0.2105","3","6","0","0","0","0","2010-2011","lake-forest"
"Amanda Forsyth","D/F","Fr","25","1","3","4","0.1600","5","10","1","1","0","0","2010-2011","lake-forest"
"Emily Cornett","D","Fr","16","3","0","3","0.1875","4","8","2","0","0","0","2010-2011","lake-forest"
"Jackie Friedrich","D","Fr","20","1","2","3","0.1500","3","6","0","0","0","0","2010-2011","lake-forest"
"Chelsea Thompson","F","So","12","1","1","2","0.1667","2","4","0","0","0","0","2010-2011","lake-forest"
"Stacey Dierking","G","Fr","6","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","lake-forest"
"Alyssa Wintermute","G","Sr","16","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","lake-forest"
"Brittany Lemke","G","Sr","6","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","lake-forest"
"Myriam Croussette","F","Jr","34","14","12","26","0.7647","9","18","2","4","0","0","2010-2011","maine"
"Brittany Dougherty","F","So","34","14","12","26","0.7647","21","42","2","5","1","0","2010-2011","maine"
"Jennie Gallo","F","Sr","34","14","11","25","0.7353","13","26","3","8","0","0","2010-2011","maine"
"Danielle Ward","F","Jr","34","11","13","24","0.7059","12","32","1","5","0","1","2010-2011","maine"
"Dawn Sullivan","F","Jr","34","8","9","17","0.5000","6","12","2","6","0","0","2010-2011","maine"
"Chloe Tinkler","D","So","34","2","11","13","0.3824","14","28","0","0","0","0","2010-2011","maine"
"Dominique Goutsis","F","Jr","33","4","8","12","0.3636","14","28","0","3","0","0","2010-2011","maine"
"Ashley Norum","D","Jr","34","1","11","12","0.3529","33","66","1","1","0","0","2010-2011","maine"
"Kayla Kaluzny","F/D","Fr","34","3","8","11","0.3235","18","36","0","1","0","0","2010-2011","maine"
"Missy Denk","F","Fr","32","2","5","7","0.2188","12","24","0","0","0","0","2010-2011","maine"
"Melissa Gagnon","D","Jr","34","0","7","7","0.2059","8","16","0","0","0","0","2010-2011","maine"
"Brianne Kilgour","F","So","33","2","4","6","0.1818","4","8","1","0","0","0","2010-2011","maine"
"Jordan Colliton","F","Sr","33","0","4","4","0.1212","8","16","0","0","0","0","2010-2011","maine"
"Kristi King","F","Fr","27","2","1","3","0.1111","4","8","0","0","0","0","2010-2011","maine"
"Jenny Kistner","F","Fr","25","1","2","3","0.1200","13","26","0","0","0","0","2010-2011","maine"
"Kelly McDonald","D","Fr","34","0","3","3","0.0882","8","16","0","0","0","0","2010-2011","maine"
"Kerry Mayhew","F","Fr","10","1","0","1","0.1000","3","6","0","0","0","0","2010-2011","maine"
"Thalia Grundstrom","F","Fr","2","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","maine"
"Brittany Ott","G","So","30","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","maine"
"Kylie Smith","G","So","1","0","0","0","0.0000","0","0","0","0","0","0","2010-2011","maine"
"Madelene Eriksson","D","Sr","29","0","0","0","0.0000","2","4","0","0","0","0","2010-2011","maine"
"Candice Currier","G","Jr","5","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","maine"
"Danielle Cyr","F","Sr","26","0","0","0","0.0000","9","18","0","0","0","0","2010-2011","maine"
"Kaitlin Zeek","F","Sr","22","0","0","0","0.0000","1","2","0","0","0","0","2010-2011","maine"
"Katie Little","F","So","29","13","24","37","1.2759","0","0","2","6","2","0","2010-2011","manhattanville"
"Mary Rose Morrison","F","So","29","16","12","28","0.9655","18","36","1","7","1","0","2010-2011","manhattanville"
"Shannon Coffey","F","Sr","27","8","15","23","0.8519","10","20","3","2","0","0","2010-2011","manhattanville"
"Haleigh Hutchinson","F","Fr","29","14","8","22","0.7586","11","22","3","0","0","1","2010-2011","manhattanville"
"Holly Nonis","F","Sr","23","9","13","22","0.9565","4","8","2","3","0","0","2010-2011","manhattanville"
"Sonia Occhionero","F","So","24","9","7","16","0.6667","20","40","2","1","1","0","2010-2011","manhattanville"
"Jess Scioli","F","Sr","28","4","8","12","0.4286","9","18","1","0","0","0","2010-2011","manhattanville"
"Jessica Kehoe","F","So","28","4","7","11","0.3929","8","16","1","1","0","0","2010-2011","manhattanville"
"Ella Hubley","F","So","27","6","4","10","0.3704","16","32","1","0","0","0","2010-2011","manhattanville"
"Lauren Nutkevitch","D","So","29","4","6","10","0.3448","4","8","0","2","0","1","2010-2011","manhattanville"
"Jackie Solomito","F","Jr","27","4","5","9","0.3333","7","14","1","2","0","0","2010-2011","manhattanville"
"Hannah Muskego","D","Jr","27","5","3","8","0.2963","10","20","2","3","0","0","2010-2011","manhattanville"
"Lynsey Schill","F","So","25","3","5","8","0.3200","31","62","0","1","0","0","2010-2011","manhattanville"
