Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Vanessa Klimpke	F	Fr	26	24	12	36	1.3846	14	28	4	3	1	0
Renee Stevenson	F	Fr	21	9	21	30	1.4286	1	2	1	1	2	0
Kahnekaró:roks McComber	F	Sr	24	7	16	23	0.9583	6	12	1	1	0	0
Maddison Devlin	F	Fr	27	10	12	22	0.8148	5	10	0	3	0	0
Stephanie Strymecki	F	So	27	9	12	21	0.7778	9	18	2	1	0	0
Kaitlyn Schlake	D	So	27	8	10	18	0.6667	13	26	1	1	0	1
Jessica Ujcik	D	Fr	21	12	4	16	0.7619	10	20	3	2	0	0
Kylie Cameron	F	Fr	27	5	7	12	0.4444	6	12	1	0	0	0
Ciara Lark	D	So	27	1	11	12	0.4444	5	10	1	0	0	0
Maria deWilde	F	So	27	5	6	11	0.4074	1	2	2	1	0	0
Megan Kirk	F	So	27	5	6	11	0.4074	5	10	2	0	0	1
Kim Hughes	D	So	27	0	9	9	0.3333	7	14	0	0	0	0
Alicia Eamon	D	Jr	27	1	7	8	0.2963	3	6	0	0	0	0
Taylor Finnie	D	Fr	27	2	2	4	0.1481	8	16	0	0	0	0
Claire Newman	D	Fr	21	2	1	3	0.1429	4	8	2	0	0	0
Kali Rutka	D	So	27	1	2	3	0.1111	7	14	0	0	0	0
Lillian Lewis	G	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Renee Schmaltz	G	So	27	0	0	0	0.0000	0	0	0	0	0	0
Sydney Hernalsteen	F	So	15	0	0	0	0.0000	0	0	0	0	0	0
