Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Christine Williams	F	Sr	25	13	7	20	0.8000	2	4	5	5	0	0
Brianna Murphy	F	Sr	25	4	11	15	0.6000	17	34	0	0	1	0
Jeyna Minnick	F	Fr	25	8	5	13	0.5200	17	34	1	2	0	1
Courtney Carnes	F	Jr	25	8	3	11	0.4400	13	26	1	2	0	0
Rio Flynn	F	Jr	25	2	5	7	0.2800	0	0	0	1	0	0
Lauren Mallo	D	Jr	25	1	6	7	0.2800	21	50	0	0	0	0
Leah Knott	D	Sr	25	1	4	5	0.2000	16	43	0	0	0	0
Jen Seguin	D	Jr	25	0	4	4	0.1600	11	22	0	0	0	0
Mel White	F	So	12	1	2	3	0.2500	4	8	0	1	0	0
Melissa Ash	F	So	21	0	3	3	0.1429	2	4	0	0	0	0
Christina Zandri	F	Fr	14	2	0	2	0.1429	1	2	0	1	0	0
Tara Boliard	F	So	25	1	1	2	0.0800	17	34	0	0	0	0
Shayna McKie	F	Jr	25	1	1	2	0.0800	2	4	0	0	0	0
Emily Cornett	F	So	12	0	2	2	0.1667	10	20	0	0	0	0
Nicole Laurel	D	So	7	1	0	1	0.1429	5	10	0	0	0	0
Jordan Lee	G	So	23	0	0	0	0.0000	0	0	0	0	0	0
Jess Garland	G	Jr	7	0	0	0	0.0000	0	0	0	0	0	0
