Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Katie Quartuccio	D	Jr	26	6	14	20	0.7692	0	3	0	0
Jessica Knight	F	Fr	16	7	7	14	0.8750	0	1	1	1
Megan Irving	F	So	26	6	8	14	0.5385	1	2	0	0
Amy McNally	F	Jr	26	6	6	12	0.4615	1	3	1	0
Erica Robertson	D	Fr	26	6	5	11	0.4231	1	5	0	0
Brittany George	F	Fr	24	5	5	10	0.4167	1	3	0	0
Caitlin Tassone	D	Sr	25	3	6	9	0.3600	2	2	0	0
Kelly Connors	F	Sr	22	4	3	7	0.3182	1	0	0	0
Jessica Broccoli	D	Sr	26	4	3	7	0.2692	1	0	0	0
Jenna Stanley	F	Jr	25	3	4	7	0.2800	0	2	0	0
Lindsay Herzog	F	Jr	24	3	4	7	0.2917	0	1	0	0
Jessica O'Sullivan	D	Fr	26	3	3	6	0.2308	0	0	0	0
Jennifer Cordone	D	Sr	26	1	3	4	0.1538	0	0	0	0
Lauren Pierce	F	Sr	26	2	1	3	0.1154	0	0	0	0
Kristin Wolejko	F	Fr	25	1	2	3	0.1200	0	0	0	0
Jenna Wasylak	D	Sr	26	0	2	2	0.0769	0	0	0	0
Miranda Coffey	F	Jr	12	0	2	2	0.1667	0	0	0	0
Jen Arno	G	Sr	25	0	0	0	0.0000	0	0	0	0
Stephanie King	D	So	25	0	0	0	0.0000	0	0	0	0
Emily Barrett	G	So	4	0	0	0	0.0000	0	0	0	0
Kristin Pappolla	F	Sr	7	0	0	0	0.0000	0	0	0	0
Regina Wilson	D	So	24	0	0	0	0.0000	0	0	0	0
