Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Ashley Riggs	F	Fr	32	29	22	51	1.5938	6	9	6	0
Charde Hoyle-Levy	F	Fr	34	10	15	25	0.7353	3	2	0	0
Chelsea Donovan	F	So	34	9	16	25	0.7353	2	1	0	0
Amy Jack	F	Jr	34	11	13	24	0.7059	2	3	0	1
Shannon Moulson	D	Fr	33	9	12	21	0.6364	1	2	0	1
Candice Moxley	F	Sr	32	10	10	20	0.6250	0	2	1	2
Katie Gray	F	So	32	9	9	18	0.5625	2	4	2	1
Jessica Clermont	D	Jr	34	4	7	11	0.3235	0	1	0	0
Kerri-Lynn O'Hara	D	So	34	0	11	11	0.3235	0	0	0	0
Katie Sweeney	D	Jr	34	1	9	10	0.2941	0	1	0	0
Erin Toth	D	Jr	34	1	8	9	0.2647	0	0	0	0
Katie Kofron	F	So	34	1	3	4	0.1176	0	0	0	0
Elizabeth Johnson	F	So	12	1	2	3	0.2500	0	0	0	0
Sarah Boulanger	F/D	Sr	34	0	2	2	0.0588	0	0	0	0
Nikki Rudy	G	Fr	18	0	1	1	0.0556	0	0	0	0
Meagan Bleiman	F	So	28	0	1	1	0.0357	0	0	0	0
Allison Rutledge	G	So	18	0	0	0	0.0000	0	0	0	0
Michelle Del Monte	F	So	27	0	0	0	0.0000	0	0	0	0
Dusti Sheley	D	Fr	14	0	0	0	0.0000	0	0	0	0
Ann McLellan	D	Sr	6	0	0	0	0.0000	0	0	0	0
