Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Becky Irvine	F	So	36	16	14	30	0.8333	6	5	0	1
Allison Paiano	F	So	36	15	15	30	0.8333	1	6	0	0
Amanda Barre	RW	Jr	33	12	13	25	0.7576	1	4	0	0
Carly McNaughton	F	So	36	5	13	18	0.5000	1	0	0	2
Cheryl Setchell	C	Jr	36	6	9	15	0.4167	2	2	0	0
Maura Kehoe	C	Jr	32	8	6	14	0.4375	0	2	0	0
Tara French	D	Fr	36	1	12	13	0.3611	1	0	0	0
Ashley Bradford	F	Fr	30	3	7	10	0.3333	0	1	0	0
Avery McGlenn	C	Sr	34	4	5	9	0.2647	2	0	0	0
Kristy MacDonald	C	Jr	36	2	6	8	0.2222	0	0	0	0
Brittany Briggs	D	So	36	1	6	7	0.1944	0	0	0	0
Kristin Cirbus	RW	Jr	35	3	3	6	0.1714	0	1	0	0
Caitlin Hornyak	RW	Sr	35	1	5	6	0.1714	1	0	0	0
Chelsey Rhodes	D	Jr	17	0	6	6	0.3529	0	0	0	0
Micki King	D	So	36	2	3	5	0.1389	0	0	0	0
Ashley Johnston	F	Fr	36	3	0	3	0.0833	0	0	0	0
Alix Warren	D	Fr	35	1	2	3	0.0857	1	0	0	0
Shelby Nelson	D	Jr	20	0	3	3	0.1500	0	0	0	0
Kara Bachman	D	So	24	1	0	1	0.0417	0	0	0	0
Rebecca Lahar	G	Jr	32	0	0	0	0.0000	0	0	0	0
Katie Breen	RW	Sr	1	0	0	0	0.0000	0	0	0	0
Melanie Barclay	G	So	3	0	0	0	0.0000	0	0	0	0
Brook Wheeler	G	Fr	7	0	0	0	0.0000	0	0	0	0
