Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Erin Kegley	F	Sr	27	19	18	37	1.3704	4	8	1	0
Stacy Anderson	F	Sr	27	5	19	24	0.8889	2	2	0	0
Brianne Mosher	F	Fr	25	11	7	18	0.7200	4	6	0	0
Ashley Jenkins	F	Sr	26	5	13	18	0.6923	1	4	0	0
Jamie McClintock	F	So	21	7	6	13	0.6190	2	2	1	0
Vi Theofylatos	F	Sr	26	6	6	12	0.4615	1	3	0	0
Gina Baranzelli	F	Jr	25	7	4	11	0.4400	1	1	0	0
Lindsay Bennett	F	Sr	27	3	8	11	0.4074	0	0	0	0
Kim Schmeichel	D	Fr	27	4	4	8	0.2963	1	2	0	0
Alicia Cowieson	F	So	23	3	4	7	0.3043	1	0	0	0
Brittany Dunkel	D	Fr	24	2	5	7	0.2917	0	1	0	0
Corrie Weikle	F	Fr	16	6	0	6	0.3750	1	0	0	0
Brittany Bembeneck	D	Fr	26	0	5	5	0.1923	0	0	0	0
Jasmine Pollock	F	Fr	27	1	3	4	0.1481	0	0	1	0
Susie Crabb	D	Sr	27	1	3	4	0.1481	0	0	0	0
Caitlin Jarrett	D	Sr	27	2	1	3	0.1111	0	0	0	0
Hally Sharrow	F	Jr	17	1	1	2	0.1176	0	0	0	0
Kayla Duna	F	Fr	18	0	2	2	0.1111	0	0	0	0
Kyla Thibideau	F	Sr	27	0	1	1	0.0370	0	0	0	0
Heidi Chandler	D	Fr	6	0	0	0	0.0000	0	0	0	0
Rikki Nespor	G	So	16	0	0	0	0.0000	0	0	0	0
Melissa Kunzelman	G	Fr	14	0	0	0	0.0000	0	0	0	0
