Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Nicole Giannino	F	Jr	27	12	14	26	0.9630	12	24	3	2	0	0
Rachel Miller	F	Jr	26	9	9	18	0.6923	14	28	3	1	0	0
Izzy Bagi	D	Fr	27	4	11	15	0.5556	5	10	1	4	0	0
Mary Klimasewiski	F	Jr	27	9	5	14	0.5185	5	10	3	2	0	0
Rose Rather	F	Fr	17	7	7	14	0.8235	4	8	2	1	0	0
Kylee Sullivan	F	Sr	24	9	4	13	0.5417	5	10	2	3	1	0
Taylor McGee	D	So	27	3	10	13	0.4815	8	16	0	0	0	0
Mackenzie Boardman	D	So	26	4	5	9	0.3462	12	32	0	1	0	0
Kati Goguen	F	So	27	5	3	8	0.2963	2	4	3	2	0	0
Chelsea Monahan	F	Jr	27	3	5	8	0.2963	0	0	0	0	0	0
Francesca Panarelli	D	Jr	27	1	7	8	0.2963	2	4	0	1	0	0
Emily Sullivan	D	Sr	26	1	6	7	0.2692	6	12	0	0	0	0
Erin Hall	D	Fr	27	2	4	6	0.2222	8	16	0	1	0	0
Madison Schneider	F	Jr	15	1	3	4	0.2667	3	6	0	0	0	0
Amanda Gallagher	D	Sr	27	1	3	4	0.1481	3	6	1	0	0	0
Kate Reilly	F	Jr	15	2	1	3	0.2000	1	2	0	0	0	0
Jessica Frascotti	D	Jr	20	1	2	3	0.1500	8	16	0	0	0	0
Livvy Konaxis	F	Fr	20	0	3	3	0.1500	3	6	0	0	0	0
Meaghan Sullivan	D	Jr	12	2	0	2	0.1667	0	0	0	0	0	0
Meghan O'Donnell	F	Fr	21	1	1	2	0.0952	0	0	0	0	0	0
Devon Ball	D	Sr	17	0	2	2	0.1176	1	2	0	0	0	0
Megan Meskill	D	So	4	0	1	1	0.2500	1	2	0	0	0	0
Krista Manzanares	G	Jr	14	0	0	0	0.0000	0	0	0	0	0	0
Alexandra Stevenson	G	Jr	14	0	0	0	0.0000	0	0	0	0	0	0
Hildie Hoeschen	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
