Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Mandy Manopla	F	Fr	25	5	8	13	0.5200	16	32	1	1	0	0
Kayla Robidoux	F	Fr	23	2	7	9	0.3913	5	10	0	2	0	0
Hannah Tardif	F	Fr	25	2	6	8	0.3200	0	0	0	1	0	0
Allison Peters	D	Sr	25	4	2	6	0.2400	21	50	0	1	0	0
Haylie Carter	F	Fr	25	4	2	6	0.2400	10	20	0	2	0	0
Krista-Jean Forand	F	Fr	17	3	2	5	0.2941	3	6	0	0	0	0
Cheryl Pitts	F	Fr	19	1	4	5	0.2632	1	2	1	0	0	0
Courtney Carey	D	Fr	25	0	4	4	0.1600	7	14	0	0	0	0
Brittany Nardone	D	Fr	24	3	0	3	0.1250	16	32	0	2	0	0
Sydney Gilbert	F	So	24	2	1	3	0.1250	7	25	0	0	0	0
Ashley Parker	F	Jr	24	0	3	3	0.1250	2	4	0	0	0	0
Candice Ellis	F	Jr	23	2	0	2	0.0870	6	12	0	0	0	0
Cheryl Winter	F	So	22	1	1	2	0.0909	8	16	0	0	0	0
Ashley O'Donnell	D	So	21	0	2	2	0.0952	16	32	0	0	0	0
SueEllen Nault	F	So	12	1	0	1	0.0833	0	0	0	0	0	0
Kayla Latham	F	Jr	21	0	1	1	0.0476	2	4	0	0	0	0
Melissa Mansfield	G	Jr	16	0	0	0	0.0000	1	2	0	0	0	0
Christine Rigosi	G	So	4	0	0	0	0.0000	0	0	0	0	0	0
Melisa Bianchi	D	Jr	17	0	0	0	0.0000	13	26	0	0	0	0
Molly Kelly	D	Fr	15	0	0	0	0.0000	3	6	0	0	0	0
Erin Ormerod	D	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Gretchen Lange	F	So	22	0	0	0	0.0000	10	20	0	0	0	0
Rachel Brown	F	Fr	5	0	0	0	0.0000	1	2	0	0	0	0
Ashley Nolan	D	Jr	23	0	0	0	0.0000	12	24	0	0	0	0
Katelyn Pfeifer	F	Sr	1	0	0	0	0.0000	1	2	0	0	0	0
Christine Mazza	G	Fr	11	0	0	0	0.0000	0	0	0	0	0	0
Ashley Tolman	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
