Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Bryn Labbe	F	Fr	28	14	7	21	0.7500	3	6	4	4	3	0
Adelle Murphy	F	Jr	28	11	10	21	0.7500	5	10	3	2	0	0
Sarah Schwenzfeier	F	So	28	11	9	20	0.7143	6	12	6	2	0	0
Madison Gallagher	D	Sr	28	6	8	14	0.5000	6	12	2	1	0	0
Rachel Bellio	F	Sr	27	6	6	12	0.4444	0	0	0	2	1	0
Taylor Cross	D	Sr	28	3	9	12	0.4286	2	4	1	1	0	0
Robyn Foley	F	Fr	26	2	8	10	0.3846	6	12	0	0	0	0
Maki Shuchuk	F	So	27	5	4	9	0.3333	3	6	0	0	0	0
Erin Joyce	F	So	28	6	2	8	0.2857	6	15	2	2	0	0
Muranda Toews	F	So	25	2	6	8	0.3200	5	10	1	0	0	0
Christine Bouchat-Bonin	D	So	18	1	6	7	0.3889	3	6	1	0	0	0
Carly Menges	D	Fr	14	1	6	7	0.5000	0	0	1	1	0	0
Desirae Kuhlmann	D	So	26	0	7	7	0.2692	6	12	0	0	0	0
Jess Piracini	F	Fr	26	2	4	6	0.2308	3	6	0	0	0	0
Kim Tiberi	D	So	23	1	5	6	0.2609	11	22	0	1	0	0
Nicole Goebel	F	So	26	2	2	4	0.1538	5	10	0	0	0	0
Heidi Amato	F	So	7	1	1	2	0.2857	1	5	0	0	0	0
Maggie Conroy	D	Fr	24	1	1	2	0.0833	4	8	0	0	0	0
Maddie Tasha	D	Fr	25	1	1	2	0.0800	4	8	0	0	0	0
Michelle Masperi	D	Fr	11	0	2	2	0.1818	3	6	0	0	0	0
Emily De Cock	D	So	12	0	2	2	0.1667	2	4	0	0	0	0
Liesel Baker	F	Fr	10	0	1	1	0.1000	4	8	0	0	0	0
Georgia Leahy	F	Fr	1	0	1	1	1.0000	0	0	0	0	0	0
Laurie King	G	So	10	0	0	0	0.0000	0	0	0	0	0	0
Céleste Robert	G	Jr	21	0	0	0	0.0000	0	0	0	0	0	0
Teresa Segreti	F	So	4	0	0	0	0.0000	0	0	0	0	0	0
Kalie Brown	F	So	4	0	0	0	0.0000	0	0	0	0	0	0
