Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Angela Yuhas	F	Jr	26	13	24	37	1.4231	2	0	0	0
Lyndsey Bennett	F	Fr	26	16	16	32	1.2308	3	2	0	0
Sarah Bergin			19	12	15	27	1.4211	2	4	2	1
Rhiannon Amor	D	So	26	7	8	15	0.5769	2	1	1	0
Ahlona Biegel	F	Jr	26	8	4	12	0.4615	1	1	0	0
Kristin Dudenbostel	D	Jr	25	4	8	12	0.4800	0	2	0	0
Meredith Glavin	F	Fr	26	6	5	11	0.4231	1	0	0	1
Rori Jean	F	Jr	26	8	2	10	0.3846	4	1	0	0
Melinda Blevins	F	Sr	24	4	6	10	0.4167	0	1	0	0
Tamara Flanagan	F	Fr	25	6	1	7	0.2800	1	2	0	0
Siobhan Russell	D	Fr	18	3	4	7	0.3889	0	2	0	0
Renee Weeks	F	So	26	2	3	5	0.1923	1	1	0	0
Rebecca Gelinas	D	So	26	1	4	5	0.1923	0	0	0	0
Taryn Catania	G	So	15	2	1	3	0.2000	0	1	0	0
Kara McFadden	D	Jr	26	1	2	3	0.1154	0	0	0	0
Emily Zyko	F	Sr	24	1	2	3	0.1250	0	0	0	0
Kristina DeRita	F	Fr	26	1	1	2	0.0769	0	0	0	0
Brittany Hoole	F	Fr	24	1	1	2	0.0833	0	0	0	0
Kim Derleth	G	Sr	16	0	1	1	0.0625	0	0	0	0
Stacey Sheridan	D	So	1	0	0	0	0.0000	0	0	0	0
Kristine Russell	D	So	1	0	0	0	0.0000	0	0	0	0
