Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Katelyn McLean	W	So	25	11	6	17	0.6800	26	52	0	7	0	0
Kendra Benson	F	Jr	25	8	9	17	0.6800	40	80	0	4	1	0
Chaslyn Duffek	F	Sr	25	2	8	10	0.4000	37	74	0	1	0	0
Katie Fredianelli	W	So	25	0	9	9	0.3600	9	18	0	0	0	0
Emily Marcotte	F	Jr	25	3	5	8	0.3200	14	28	1	2	0	0
Nicole Schumacher	D	So	25	2	3	5	0.2000	24	48	0	1	1	0
Amy Danielson	F	Sr	23	3	1	4	0.1739	34	79	0	0	0	0
Jessica Jones	D	Jr	25	0	3	3	0.1200	6	12	0	0	0	0
Alisha Ellertson	F	Fr	25	2	0	2	0.0800	14	28	0	0	0	0
Kate Matanich	F	Fr	8	2	0	2	0.2500	1	2	0	0	0	0
Mariah Mumford	F	Fr	25	1	1	2	0.0800	2	4	0	0	0	0
Shannon Miller	D	Fr	25	0	1	1	0.0400	6	12	0	0	0	0
Annika Danielson	G	Jr	22	0	1	1	0.0455	0	0	0	0	0	0
Allison Lee	F	Fr	22	0	1	1	0.0455	2	4	0	0	0	0
Adele Horrigan	F	Sr	1	0	0	0	0.0000	1	2	0	0	0	0
Jolene Kneebone	D	Fr	8	0	0	0	0.0000	3	6	0	0	0	0
Katie Harris	D	Fr	9	0	0	0	0.0000	1	2	0	0	0	0
Katie Herron	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
