Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Claudia Kepler	F	Jr	34	14	11	25	0.7353	16	32	2	3	0	1
Kendall Curtis	F	Sr	36	13	9	22	0.6111	6	12	3	2	0	0
Dani Sadek	D	So	36	4	18	22	0.6111	7	14	2	2	0	0
Julia McKinnon	F	Sr	33	6	13	19	0.5758	10	20	0	0	1	0
Maddy Field	F	Fr	36	10	8	18	0.5000	13	34	1	1	0	0
Cara Zubko	D	Sr	36	5	13	18	0.5000	14	39	0	2	0	0
Lauren Boyle	D	Fr	36	3	14	17	0.4722	14	39	0	1	0	0
Julianna Iafallo	F	So	36	2	12	14	0.3889	1	2	0	2	0	0
Lauren Spring	F	So	36	7	6	13	0.3611	4	8	0	3	0	0
Katie Matheny	F	Jr	34	5	7	12	0.3529	1	2	1	0	0	0
Alexa Ranahan	D	Jr	35	1	10	11	0.3143	27	54	0	0	0	0
Melani Moylan	F	Sr	36	5	2	7	0.1944	14	28	0	2	0	0
Maggie Rothgery	F	Sr	36	1	3	4	0.1111	7	14	0	1	0	0
Jessica Dunne	D	So	10	1	3	4	0.4000	1	2	1	0	0	0
Dana Rasmussen	F	Fr	19	2	1	3	0.1579	4	8	0	0	0	0
Erin Langermeier	F	Fr	36	1	1	2	0.0556	2	4	0	0	0	0
Breanne Grant	D	Jr	36	0	2	2	0.0556	7	25	0	0	0	0
Stacy Danczak	G	Sr	11	0	1	1	0.0909	0	0	0	0	0	0
Bryanna Neuwald	D	Sr	21	0	1	1	0.0476	12	24	0	0	0	0
Hayley Studler	F	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Selena Hunter	G	So	2	0	0	0	0.0000	0	0	0	0	0	0
Alex LaMere	G	So	29	0	0	0	0.0000	0	0	0	0	0	0
Allison Gasuik	F	So	2	0	0	0	0.0000	0	0	0	0	0	0
