Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Tracey Ferriter	F	Sr	25	11	9	20	0.8000	5	10	5	6	1	0
Torrey Taussig	F/D	Sr	25	7	12	19	0.7600	8	16	0	4	0	0
Sam Weinstein	D	Fr	25	6	9	15	0.6000	20	40	1	3	0	0
Kristen Tubbs	F	So	23	5	7	12	0.5217	4	8	0	2	1	0
Hannah Systrom	F	So	25	4	8	12	0.4800	5	10	1	2	0	0
Nicolle Perry	F	Fr	25	7	4	11	0.4400	13	26	3	1	0	0
Allison Page	F	Jr	24	3	8	11	0.4583	11	22	0	0	0	0
Eliza Foster	F	So	25	5	3	8	0.3200	7	14	0	3	0	0
Sarah Herr	D	So	25	3	4	7	0.2800	7	14	0	1	0	0
Kait O'Brien	D	Sr	25	3	3	6	0.2400	14	28	1	3	0	0
Stephanie Berger	F	Jr	23	3	2	5	0.2174	1	2	0	0	0	0
Lauren Zurek	D	Jr	25	0	5	5	0.2000	17	34	0	0	0	0
Jacqueline Berglass	D	Jr	14	2	2	4	0.2857	7	14	0	1	0	1
Becca Nichols	F	Fr	25	2	1	3	0.1200	0	0	1	0	0	0
Kate Foley	F/D	So	24	0	3	3	0.1250	9	18	0	0	0	0
Sara Plunkett	G	Sr	25	0	0	0	0.0000	1	2	0	0	0	0
Aimee Dennett	D	Fr	25	0	0	0	0.0000	8	16	0	0	0	0
Catherine Tremble	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Mimi McClatchy	F	Jr	24	0	0	0	0.0000	0	0	0	0	0	0
