Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meg Lyons			19	10	2	12	0.6316	0	1	0	0
Holly Brandl	F	Fr	21	4	6	10	0.4762	0	0	0	0
Sarah Brown	LW	Jr	21	5	2	7	0.3333	0	0	0	0
Meghan Dukette	RW	Jr	21	3	3	6	0.2857	2	0	1	0
Kate Talbot			20	1	5	6	0.3000	0	0	0	0
Rachel Lamothe	F	Fr	20	2	1	3	0.1500	0	1	0	0
Sara Pope	F	So	21	2	1	3	0.1429	0	0	0	0
Julie Brownell	LW	Sr	21	1	2	3	0.1429	0	0	0	0
Mauri Simonds			8	1	2	3	0.3750	0	0	0	0
Lauren Landrigan	D	So	20	0	2	2	0.1000	0	0	0	0
Sarah Musella	D	Jr	21	0	2	2	0.0952	0	0	0	0
Hillary Gagnon	D	Jr	18	0	1	1	0.0556	0	0	0	0
Kate Zepada	F/D	Fr	6	0	1	1	0.1667	0	0	0	0
Erin Cleary	D	Fr	17	0	1	1	0.0588	0	0	0	0
Sarah MacConnell	G	Jr	12	0	0	0	0.0000	0	0	0	0
Lauren Hurley	C	So	2	0	0	0	0.0000	0	0	0	0
Ruth D'Amico	F/D	Fr	19	0	0	0	0.0000	0	0	0	0
Marcy Ring	G	Fr	17	0	0	0	0.0000	0	0	0	0
