Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Maggie Kennedy	F	Fr	29	8	16	24	0.8276	4	6	0	0
Shannon Bowman	F	Fr	26	12	11	23	0.8846	1	3	0	0
Caroline Ethier	F	Jr	29	10	13	23	0.7931	1	3	0	0
Danielle Grundy	F	Sr	29	7	14	21	0.7241	0	3	0	0
Julia Bronson	D	Fr	29	5	7	12	0.4138	0	0	0	0
Tiffany Hagge	F	Sr	13	7	4	11	0.8462	5	1	0	0
Meredith Batcheller	F/D	Jr	29	2	9	11	0.3793	0	1	0	0
Carrie Thompson	F	So	29	8	2	10	0.3448	0	3	0	0
Marley McMillan	F	Fr	29	3	6	9	0.3103	1	1	0	0
Nicole Ruta	F	So	29	2	7	9	0.3103	0	0	0	0
Sarah Newnam	D	Fr	29	1	8	9	0.3103	0	0	0	0
Alex Zagaria	F/D	Sr	29	3	4	7	0.2414	0	2	0	0
Katie Gray	D	Fr	29	0	7	7	0.2414	0	0	0	0
Emily Nerland	D	Sr	20	0	4	4	0.2000	0	0	0	0
Amy Cobb	D	So	29	0	3	3	0.1034	0	0	0	0
Kelly Marcotte	F	Fr	8	0	0	0	0.0000	0	0	0	0
Kate Lane	G	Sr	21	0	0	0	0.0000	0	0	0	0
Lauren Balukjian	G	Sr	1	0	0	0	0.0000	0	0	0	0
Carli Clemis	G	Fr	11	0	0	0	0.0000	0	0	0	0
