Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Cara Wooster	F	Fr	35	15	13	28	0.8000	3	2	0	0
Cami Wooster	F	Fr	31	14	10	24	0.7742	0	9	0	0
Melissa Dianoski	F	Fr	34	10	9	19	0.5588	1	1	1	0
Elizabeth Funk	F	Jr	35	8	11	19	0.5429	2	3	0	0
Sarah Connelly	F/D	So	35	5	9	14	0.4000	0	2	0	0
Anne Girtz	F	Jr	35	3	9	12	0.3429	1	0	0	1
Marissa Hanglseben	F	Sr	35	5	6	11	0.3143	0	1	0	0
Jessica Kovacevich	D	Jr	35	2	8	10	0.2857	0	1	0	0
Alexia Gagnon Laplante	F	So	22	5	4	9	0.4091	0	2	0	0
Devon Fingland	F	Jr	35	1	6	7	0.2000	1	0	0	0
Meghan Hopps	F	Jr	35	4	2	6	0.1714	1	0	0	0
Christey Allen	D	Fr	35	1	3	4	0.1143	0	1	0	0
Stefanie Ubl	D	Fr	30	1	1	2	0.0667	0	0	0	0
Meaghan Nelson	F/D	Sr	35	0	1	1	0.0286	0	0	0	0
Meghan Mutrie	F	Jr	22	0	1	1	0.0455	0	0	0	0
Rachel Cutcliffe	D	So	27	0	1	1	0.0370	0	0	0	0
Amber Hasbargen	G	Jr	25	0	1	1	0.0400	0	0	0	0
Amber Yorga	F	Jr	24	0	1	1	0.0417	0	0	0	0
Laura Cecko	F	Jr	34	0	0	0	0.0000	0	0	0	0
Jenna Burdy	G	So	7	0	0	0	0.0000	0	0	0	0
Margaret-Ann Hinkley	G	Jr	9	0	0	0	0.0000	0	0	0	0
