Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Lindsay O'Keefe	F	Jr	25	10	12	22	0.8800	1	3	0	0
Jenny Wallace	D	So	25	7	13	20	0.8000	1	6	0	0
Lou Paulson	F	Jr	25	12	6	18	0.7200	1	0	2	0
Leah Baron	F	Jr	25	8	9	17	0.6800	2	4	0	0
Kelly Hurley	F	So	20	9	5	14	0.7000	4	1	0	0
Kelly Jensen	F	Fr	25	6	8	14	0.5600	1	1	0	0
Amy Bruggeman	F	Fr	25	5	5	10	0.4000	1	0	0	0
Emily Nierenhausen	D	So	16	4	5	9	0.5625	0	2	0	0
Jenna Scanlon	F	Fr	25	3	3	6	0.2400	1	1	0	0
Renae Bergh	D	Fr	25	3	1	4	0.1600	0	0	0	0
Kristen Juven	F	Fr	25	1	3	4	0.1600	1	0	0	0
Molly Buehner	F	So	25	2	1	3	0.1200	0	1	0	0
Kacie Anderson	D	Fr	25	0	3	3	0.1200	0	0	0	0
Kelly Snedeker	F	Fr	24	0	3	3	0.1250	0	0	0	0
Kristen Hurley	D	So	13	0	3	3	0.2308	0	0	0	0
Jenny Kern	D	Sr	23	1	1	2	0.0870	0	0	0	0
Marlene Yaeger	G	Sr	17	0	1	1	0.0588	0	0	0	0
Allison Schaber	F	So	3	0	0	0	0.0000	0	0	0	0
Mandi Mohwinkel	G	Fr	1	0	0	0	0.0000	0	0	0	0
Amber Lindner	G	So	10	0	0	0	0.0000	0	0	0	0
