Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kim McClintick	F	Jr	26	15	10	25	0.9615	9	18	0	6	1	0
Lauren Tomford	F	Jr	27	9	13	22	0.8148	23	46	0	1	0	1
Kristen Latta	D	Fr	27	6	7	13	0.4815	22	44	0	4	0	0
Katie Iraci	F	So	27	7	4	11	0.4074	0	0	1	1	0	0
Kelly Biddle	F	Fr	26	5	6	11	0.4231	10	20	1	0	0	0
Kari McClintick	F	Jr	26	3	8	11	0.4231	8	16	0	3	0	0
Meghan Stumpf	F	So	27	5	4	9	0.3333	23	46	2	2	1	0
Melissa Sailor	F	Sr	23	4	1	5	0.2174	25	50	1	4	0	0
Kristina Kontny	F	Jr	24	2	3	5	0.2083	5	10	0	0	0	0
Breanna Johnson	F	So	23	1	4	5	0.2174	4	8	1	0	0	0
Tessa Christensen	F	Sr	19	0	5	5	0.2632	5	10	0	0	0	0
Anna Messerly	D	Sr	25	2	2	4	0.1600	11	22	0	1	0	0
Alex Meyer	F	Fr	15	2	1	3	0.2000	1	2	1	0	0	0
Kayla Hill	F	Jr	21	1	2	3	0.1429	5	10	1	0	0	0
Taylor David	D	Jr	26	0	3	3	0.1154	13	26	0	0	0	0
Christina Benjamin	F	Fr	10	0	2	2	0.2000	1	2	0	0	0	0
Sarah Edgerton	F	Fr	13	0	2	2	0.1538	4	8	0	0	0	0
Taylor Orr	F	Fr	20	1	0	1	0.0500	6	12	1	0	0	0
Bridget Anderson	F	So	19	1	0	1	0.0526	2	4	0	0	0	0
Cassie Forster	D	So	25	0	1	1	0.0400	2	4	0	0	0	0
Corbin Ruiz	G	So	3	0	1	1	0.3333	0	0	0	0	0	0
Elizabeth Dunlap	F	So	10	0	0	0	0.0000	1	2	0	0	0	0
Jessica Ptachick	G	Jr	15	0	0	0	0.0000	0	0	0	0	0	0
Tori Heinonen	F	So	4	0	0	0	0.0000	0	0	0	0	0	0
Erin McNamara	G	So	11	0	0	0	0.0000	0	0	0	0	0	0
Carolyn Sneep	D	So	23	0	0	0	0.0000	3	6	0	0	0	0
