Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Meghan Agosta	F	So	33	40	25	65	1.9697	13	26	9	10	7	4
Valerie Chouinard	F	Jr	37	16	34	50	1.3514	5	10	3	10	1	0
Jesse Scanzano	F	Fr	37	13	27	40	1.0811	29	66	3	5	0	1
Stephanie Jones	F	Sr	37	15	23	38	1.0270	0	0	2	5	1	0
Vicki Bendus	F	Fr	37	11	21	32	0.8649	13	26	1	3	1	0
Natalie Payne	D	Jr	37	5	23	28	0.7568	22	44	1	2	0	0
Geena Prough	F/D	Fr	37	9	12	21	0.5676	12	24	1	3	0	0
Cassea Schols	D	Fr	37	5	12	17	0.4595	19	38	1	3	0	1
Hayley McMeekin	F	Jr	19	9	6	15	0.7895	6	12	1	4	0	1
Ashley Cockell	F	Fr	37	6	9	15	0.4054	26	63	1	1	0	0
Kristen Erickson	F	Sr	36	5	6	11	0.3056	25	58	1	0	0	0
Sherilyn Fraser	F	Sr	33	4	7	11	0.3333	9	18	1	1	0	0
Danielle Ayearst	D	Sr	35	2	8	10	0.2857	18	36	1	0	0	0
Melissa Dianoski	F	Jr	24	2	6	8	0.3333	9	18	0	0	0	0
Melissa Lacroix	D	Fr	37	2	4	6	0.1622	19	38	0	0	0	0
Jackie Jarrell	F	Sr	22	3	1	4	0.1818	2	4	0	2	0	0
Johanna Malmstrom	D	So	37	0	3	3	0.0811	0	0	0	0	0	0
Cheyenne Bojeski	F	Fr	33	1	1	2	0.0606	1	2	0	0	0	0
Laura Hosier	G	Sr	33	0	1	1	0.0303	1	2	0	0	0	0
Nicole Nelson	G	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Courtney Drennen	G	Jr	6	0	0	0	0.0000	0	0	0	0	0	0
