Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Caitlin Campbell	F	So	23	13	9	22	0.9565	4	4	0	0
Aimee Provencher	D	Jr	25	3	14	17	0.6800	0	0	0	0
Krissy Roche	D	Fr	25	8	2	10	0.4000	1	4	0	0
Jillian Donnelly	F	So	13	4	5	9	0.6923	0	1	0	0
Mariel Guay	F	So	23	3	5	8	0.3478	1	0	0	0
Ashley Stoppa	F	Fr	25	2	5	7	0.2800	0	0	0	0
Ashley Rondeau	D	Fr	22	1	6	7	0.3182	0	0	0	0
Ally Carr	F	Fr	14	4	2	6	0.4286	0	0	0	0
Corrie van Reuth	F	Sr	15	4	2	6	0.4000	1	1	2	0
Natasha Wurst	F	Fr	24	2	3	5	0.2083	0	1	0	0
Steffi Carrell	D	So	23	2	1	3	0.1304	0	0	0	0
Michelle DeLisio	F	Fr	14	1	2	3	0.2143	0	1	0	0
Whitney Hossfeld	D	So	24	0	3	3	0.1250	0	0	0	0
Jennifer Corcoran	F	So	24	1	1	2	0.0833	0	1	0	0
Kristin Oakland	F	So	14	1	1	2	0.1429	0	1	0	0
Jenna Carreiro	D	So	22	1	0	1	0.0455	0	0	0	0
Devin Eppley	G	Fr	4	0	0	0	0.0000	0	0	0	0
Michelle Chabot	G	So	16	0	0	0	0.0000	0	0	0	0
Renee Larosee	F	Sr	4	0	0	0	0.0000	0	0	0	0
Angelina Berube	F	Fr	23	0	0	0	0.0000	0	0	0	0
Amy Simard	G	So	7	0	0	0	0.0000	0	0	0	0
Tamsin Gosselin	G	So	14	0	0	0	0.0000	0	0	0	0
