Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Cheryl Setchell	C	So	34	9	10	19	0.5588	2	3	0	0
Allison Paiano	F	Fr	33	11	7	18	0.5455	2	3	1	0
Carly McNaughton	F	Fr	34	5	11	16	0.4706	1	0	0	0
Kristin Cirbus	RW	So	32	2	12	14	0.4375	0	1	0	0
Amanda Barre	RW	So	25	8	4	12	0.4800	1	4	1	0
Maura Kehoe	C	So	31	6	6	12	0.3871	1	1	0	0
Becky Irvine	F	Fr	31	8	3	11	0.3548	1	2	1	1
Kristy MacDonald	C	So	28	4	7	11	0.3929	0	0	0	0
Chelsey Rhodes	D	So	33	3	8	11	0.3333	0	2	0	1
Avery McGlenn	C	Jr	28	5	2	7	0.2500	3	0	0	0
Micki King	D	Fr	34	1	6	7	0.2059	0	1	0	0
Caitlin Hornyak	RW	Jr	34	2	3	5	0.1471	0	0	0	1
Kara Bachman	D	Fr	22	2	1	3	0.1364	0	0	0	1
Shelby Nelson	D	So	29	2	0	2	0.0690	1	0	0	0
Nicole Lehrhoff	RW	Sr	31	1	1	2	0.0645	0	0	0	0
Toby Mandel	D	Sr	34	1	1	2	0.0588	0	0	0	0
Abbie Webb	F/D	Jr	29	0	2	2	0.0690	0	0	0	0
Katie Breen	RW	Jr	34	0	0	0	0.0000	0	0	0	0
Rebecca Lahar	G	So	31	0	0	0	0.0000	0	0	0	0
Katie Koch	LW	Jr	6	0	0	0	0.0000	0	0	0	0
Lindsay Bourne	G	So	2	0	0	0	0.0000	0	0	0	0
Melanie Barclay	G	Fr	2	0	0	0	0.0000	0	0	0	0
Lori Marshall	D	Jr	30	0	0	0	0.0000	0	0	0	0
