Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Bethany Murphy	F	Jr	23	11	23	34	1.4783	8	16	1	4	0	3
Sandra Felten	F	Jr	23	20	12	32	1.3913	11	30	7	5	1	0
Kassy Sullivan	F	Fr	24	7	11	18	0.7500	8	16	2	1	0	0
Julien Olson	D	Sr	24	5	9	14	0.5833	6	12	1	1	0	0
Amy Beitzel	F	Sr	24	4	4	8	0.3333	3	6	0	1	0	0
Kelsea Martalock	D	Fr	24	2	4	6	0.2500	7	14	0	2	0	0
Anna Baumgarten	F	Jr	23	2	3	5	0.2174	4	8	0	0	0	0
Jenna Bullock	F	So	16	2	2	4	0.2500	8	16	0	1	0	1
Hannah Carlson	F	Sr	22	2	1	3	0.1364	4	8	0	0	0	0
Whitney Ischi	D	Fr	11	1	2	3	0.2727	6	12	0	1	0	0
Miriam Paas	F	Jr	23	2	0	2	0.0870	16	32	0	0	0	0
Mary Foster	D	So	24	1	1	2	0.0833	14	28	0	0	0	0
Emily Elder	D	Fr	15	1	1	2	0.1333	3	6	0	0	0	0
Stephanie Van Guilder	D	Fr	24	0	2	2	0.0833	11	22	0	0	0	0
Misty Pirus	F	Fr	24	0	2	2	0.0833	13	26	0	0	0	0
Olya Meunier	F	Fr	23	0	1	1	0.0435	0	0	0	0	0	0
Caitlyn Belcher	F	Sr	10	0	0	0	0.0000	1	2	0	0	0	0
Kelley Newell	F	Fr	21	0	0	0	0.0000	0	0	0	0	0	0
Alyssum Roe	F	So	13	0	0	0	0.0000	1	2	0	0	0	0
Caroline Belcher	D	So	7	0	0	0	0.0000	0	0	0	0	0	0
Sarah Worch	D	Sr	15	0	0	0	0.0000	0	0	0	0	0	0
Beth Spurrier	G	Jr	24	0	0	0	0.0000	0	0	0	0	0	0
Molly Rader	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
