Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kerri Graske	F	Jr	23	5	5	10	0.4348	18	36	1	2	0	0
Holly Reinking	F	Sr	23	4	6	10	0.4348	6	12	0	1	0	1
Gretchen Leyendecker	F	Sr	23	4	4	8	0.3478	7	14	0	2	0	0
Amie Ernst	F	Jr	21	5	2	7	0.3333	7	14	0	3	0	1
Allyson Nielsen	F	Fr	21	2	4	6	0.2857	3	6	0	0	0	0
Linnea Chruscielski	D	So	23	1	5	6	0.2609	9	18	0	0	0	0
Ashley Olson	F/D	So	22	5	0	5	0.2273	20	40	0	0	0	0
Kelly Fladebo	F	Jr	23	5	0	5	0.2174	4	8	2	2	0	0
Alex Carlson	F/D	So	23	0	5	5	0.2174	6	12	0	0	0	0
Kaley Flynn	F	So	23	1	3	4	0.1739	3	6	0	1	0	0
Rachel Welz	D	Jr	23	1	2	3	0.1304	11	22	0	0	0	0
Christine Brodersen	D	Fr	23	1	2	3	0.1304	13	26	1	0	0	0
Catherine Pollock	D	So	23	1	2	3	0.1304	15	30	0	1	0	0
Brenna Gould	D	Jr	23	0	2	2	0.0870	4	8	0	0	0	0
Emily Wigstrom	D	So	23	1	0	1	0.0435	2	4	0	0	0	0
Karlyn Sturtevant	F	So	21	0	1	1	0.0476	3	6	0	0	0	0
Abbie Helminen	G	Sr	14	0	1	1	0.0714	1	2	0	0	0	0
Mara Kohl	D	So	23	0	1	1	0.0435	9	18	0	0	0	0
Andrea Parsons	F	Jr	14	0	1	1	0.0714	1	2	0	0	0	0
Erin Geier	D	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Katelyn Bounds	D	Jr	6	0	0	0	0.0000	2	4	0	0	0	0
Sammi Gagnon	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Kaitlyn Rolando	G	Fr	13	0	0	0	0.0000	0	0	0	0	0	0
