Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Ashley Shaidle	LW	Jr	37	17	14	31	0.8378	5	7	0	0
Brooke Beazer	C	So	37	8	16	24	0.6486	2	4	0	0
Micheleen Devine	C	Fr	37	12	5	17	0.4595	1	1	1	0
Marie-Jo Gaudet	C	Fr	37	9	6	15	0.4054	2	2	0	0
Jessica Cloutier	RW	So	37	7	7	14	0.3784	3	3	0	0
Christine Bailkowski	D	Jr	37	5	9	14	0.3784	1	1	0	0
Lindsay Williams	LW	Jr	37	3	11	14	0.3784	1	1	1	0
Katie Morrison	D	So	28	3	10	13	0.4643	2	1	0	0
Kimberly McKenney	D	Fr	37	3	9	12	0.3243	1	2	0	0
Sophie Doyon	D	Fr	35	1	9	10	0.2857	1	1	0	0
Amanda Dittmer	C	So	34	3	5	8	0.2353	1	1	0	0
Melissa Marshall	LW	Jr	35	4	3	7	0.2000	2	0	0	0
Emma Madigan	RW	Jr	37	4	2	6	0.1622	0	1	0	2
Meghan Park	D	So	37	3	3	6	0.1622	0	1	0	0
Kelsey Fletcher	D	Fr	35	1	3	4	0.1143	0	0	0	0
Christina Valesente	D	Jr	35	2	1	3	0.0857	0	0	0	0
Andrea Maluta	D	Jr	36	2	0	2	0.0556	0	0	0	0
Lucy Parrington	RW	So	4	0	0	0	0.0000	0	0	0	0
Jessica Finley	G	Jr	3	0	0	0	0.0000	0	0	0	0
Stephanie Hansen	G	Jr	7	0	0	0	0.0000	0	0	0	0
Carolynn Zidek	RW	Jr	17	0	0	0	0.0000	0	0	0	0
Lauren Lubrano	D	Jr	36	0	0	0	0.0000	0	0	0	0
Kira Hurley	G	Jr	35	0	0	0	0.0000	0	0	0	0
Jill Nolan	C	Jr	1	0	0	0	0.0000	0	0	0	0
