Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meghan Gillis	F	Fr	26	24	19	43	1.6538	2	2	1	0
Britney Carr	F	Sr	25	15	23	38	1.5200	3	1	0	0
Marissa O'Neil	F	Jr	26	18	17	35	1.3462	5	2	0	0
Kate Leonard	F	Fr	26	16	15	31	1.1923	1	1	0	0
Gillian McDonald	F	Sr	26	10	15	25	0.9615	2	0	0	0
Katie Forney	F	Fr	26	8	11	19	0.7308	4	1	0	0
Jayme Woogerd	F	Fr	26	8	11	19	0.7308	0	0	0	0
Meghan Tanguay	F	Fr	26	1	14	15	0.5769	0	1	0	0
Kelsey Wilcox	F	So	26	9	5	14	0.5385	0	0	0	0
Lydia Hawkins	D	Fr	26	2	11	13	0.5000	1	1	0	0
Nicki Young	F	So	26	4	8	12	0.4615	0	0	0	0
Cathie Quinlan	D	Jr	26	1	11	12	0.4615	0	0	1	0
Sadie Wieschhoff	D	Sr	26	1	6	7	0.2692	0	0	0	0
Jess Burke	F	Sr	24	3	3	6	0.2500	1	0	0	0
Sheryl Stevens	F	Fr	26	1	5	6	0.2308	0	1	0	0
Rebecca Selden	D	So	26	1	5	6	0.2308	1	0	0	0
Mary Kate Wheeler	D	Fr	23	5	0	5	0.2174	0	0	0	0
Cat MacEachern	G	So	9	1	0	1	0.1111	0	0	1	0
Jen Pelkey	F	Sr	15	1	0	1	0.0667	0	0	0	0
Jenna O'Brien	F	So	1	0	0	0	0.0000	0	0	0	0
Nathalie Morgan	G	So	20	0	0	0	0.0000	0	0	0	0
