Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Marissa Porri	F	Jr	25	16	14	30	1.2000	3	2	1	1
Kirsten Mackenzie	D	So	25	8	17	25	1.0000	2	4	0	0
Cat Metzger	F/D	Fr	26	12	10	22	0.8462	0	5	0	0
Elizabeth Ross	F	Fr	26	8	13	21	0.8077	2	2	0	0
Ashley Watkins	F	So	24	10	9	19	0.7917	1	3	0	0
Kim Kowalczyk	F	Fr	24	10	6	16	0.6667	3	3	0	0
Jennifer Gonzales	F	So	26	7	4	11	0.4231	0	1	0	0
Mallory Berman	F	So	26	6	5	11	0.4231	0	0	0	0
Megan Tepper	D	Sr	25	3	7	10	0.4000	0	1	0	0
Analiese Agliato	F	So	19	2	8	10	0.5263	0	0	1	0
Caitlin Jordan	D	Jr	26	4	5	9	0.3462	0	2	0	0
Makaila Sinclair	F	So	21	1	8	9	0.4286	0	0	0	0
Jessica Clute	D	So	26	1	8	9	0.3462	0	0	0	0
Tanya Cascun	D	Fr	24	1	5	6	0.2500	0	0	0	0
Amanda Lester	F	Fr	21	2	3	5	0.2381	0	0	0	0
Ashley Koltenback	F	So	17	1	4	5	0.2941	0	0	0	0
Nissa Turner	D	So	20	1	3	4	0.2000	0	0	0	0
Casey Greemore	D	Jr	25	0	3	3	0.1200	0	0	0	0
Britney Vogrin	F/D	So	18	1	1	2	0.1111	0	1	0	0
Jen Sullivan	D	Fr	2	0	1	1	0.5000	0	0	0	0
Jacquelyn Parker	G	So	21	0	1	1	0.0476	0	0	0	0
Chelsea Bennett	F	Fr	6	0	0	0	0.0000	0	0	0	0
Amie Simmons	G	Fr	6	0	0	0	0.0000	0	0	0	0
Maren Worley	G	Jr	5	0	0	0	0.0000	0	0	0	0
