Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Emily Kearns	F	Sr	26	22	20	42	1.6154	7	0	1	0
Melissa Mondo	F	Fr	26	15	16	31	1.1923	1	3	1	0
Rachel Harrison	F	Fr	24	5	11	16	0.6667	0	0	0	0
Jenny Hocum	F	Jr	26	8	4	12	0.4615	0	1	2	0
Kate Williams	D	Jr	26	4	7	11	0.4231	1	1	0	0
Aja Walters	F	Jr	26	5	4	9	0.3462	2	1	0	0
Beth Zubrzycki	D	Sr	25	1	8	9	0.3600	1	0	0	0
Emily Babcock	F	Fr	26	7	1	8	0.3077	0	0	0	0
Katie Berg	F	Fr	25	4	4	8	0.3200	1	1	0	0
Rebecca Jelenc	D	Fr	26	0	7	7	0.2692	0	0	0	0
Alissa Schultz	F	Sr	26	3	3	6	0.2308	1	0	0	0
Jessica Ribish	F	Fr	26	2	3	5	0.1923	0	0	0	0
Laura Mueller	F	Fr	26	3	1	4	0.1538	0	1	0	0
Megan Chown	F	Fr	26	3	1	4	0.1538	0	0	0	0
Diane Amsden	D	Sr	26	1	3	4	0.1538	0	0	0	0
Shannon Calvert	F	Fr	25	0	3	3	0.1200	0	0	0	0
Ashley Graf	F	So	24	1	1	2	0.0833	1	0	0	0
Tennie McCabe	F	Sr	6	0	2	2	0.3333	0	0	0	0
Lauren Boardman	F	Fr	5	0	1	1	0.2000	0	0	0	0
Steph Evenson	D	Jr	12	0	1	1	0.0833	0	0	0	0
Shannon Dinneen	D	Fr	2	0	0	0	0.0000	0	0	0	0
Amanda Gage	G	Fr	9	0	0	0	0.0000	0	0	0	0
Nikki Jung	G	Fr	17	0	0	0	0.0000	0	0	0	0
