Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jeni Creary	W	Fr	37	26	18	44	1.1892	4	12	0	0
Emily Hudak	D	Jr	37	6	22	28	0.7568	0	4	0	0
Jennifer Desson	C	Fr	35	13	11	24	0.6857	6	4	0	0
Heather Farrell	W	So	37	12	11	23	0.6216	3	2	1	1
Shana Frost	RW	Jr	37	7	14	21	0.5676	1	6	0	0
Emma Laaksonen	D	So	25	6	15	21	0.8400	2	3	0	1
Jeanne Chapple	C	So	37	10	10	20	0.5405	0	1	0	0
Erin O'Grady	C	So	37	4	5	9	0.2432	2	2	0	0
Katie Frohreich	D	Jr	37	2	7	9	0.2432	0	1	0	0
Lindsey Steblen	D	Jr	37	1	7	8	0.2162	0	0	0	0
Meaghan Mulvaney	W	Fr	37	1	3	4	0.1081	0	0	0	0
Christine Patno	D	Jr	36	0	4	4	0.1111	0	0	0	0
Lindsey Ogren	LW	Jr	37	1	2	3	0.0811	0	0	0	0
Jayne Bucksa	RW	Jr	30	1	0	1	0.0333	0	0	0	0
April Stojak	G	Jr	13	0	0	0	0.0000	0	0	0	0
Jaclyn Haines	D	Fr	30	0	0	0	0.0000	0	0	0	0
Carrie Gill	D	Jr	35	0	0	0	0.0000	0	0	0	0
Melissa Pirie	F	Jr	8	0	0	0	0.0000	0	0	0	0
Monica Kolb	D	Fr	26	0	0	0	0.0000	0	0	0	0
Kris Ankersen	D	Jr	31	0	0	0	0.0000	0	0	0	0
Melissa Glaser	G	Jr	26	0	0	0	0.0000	0	0	0	0
Natalie Lamme	G	Fr	1	0	0	0	0.0000	0	0	0	0
Sarah Van Riper	LW	Jr	36	0	0	0	0.0000	0	0	0	0
