Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Mariah Czech	F	Jr	27	10	4	14	0.5185	6	12	3	3	0	0
Kelsey Rafferty	F	Sr	22	4	7	11	0.5000	3	6	0	1	0	0
Danielle Lucker	F	Fr	20	6	3	9	0.4500	0	0	1	2	0	0
Paige Dale	F	Jr	17	6	3	9	0.5294	3	6	1	0	0	0
Jaedyn Walz	D	So	25	5	4	9	0.3600	11	22	0	1	0	1
Lauren Norgren	D	So	27	4	5	9	0.3333	5	10	1	0	0	0
Lexi Wilson	F	Fr	26	3	6	9	0.3462	6	12	0	0	0	0
Holly Turnbull	D	Fr	27	3	4	7	0.2593	21	42	1	0	0	0
Erin Goodell	D/F	Fr	24	3	3	6	0.2500	4	8	1	0	0	0
Ashley Baugher	F	Sr	23	2	4	6	0.2609	6	12	0	0	0	1
Courtney Baugher	F/D	Fr	16	2	3	5	0.3125	2	4	0	0	0	0
Jennifer Thomsen	F	So	25	2	3	5	0.2000	9	18	0	0	0	0
Monica Sjodin	D	Fr	21	3	1	4	0.1905	2	4	1	1	0	0
Maggie Koethe	D	Fr	24	0	4	4	0.1667	6	12	0	0	0	0
Rachel Azuma	F	Fr	13	1	2	3	0.2308	0	0	0	0	0	0
Julia Osowski	D	Sr	22	0	3	3	0.1364	6	12	0	0	0	0
Sydney Schneider	F	So	26	0	3	3	0.1154	4	8	0	0	0	0
Paige Sedlar	D	Sr	24	0	2	2	0.0833	3	6	0	0	0	0
Caitlin Monson	F	Fr	16	0	1	1	0.0625	4	8	0	0	0	0
Emma Silkey	F	Jr	22	0	1	1	0.0455	4	8	0	0	0	0
Kelly Knetter	F	Fr	13	0	1	1	0.0769	8	16	0	0	0	0
Kim Van Brunt	G	Sr	7	0	0	0	0.0000	0	0	0	0	0	0
Claudia Gagnon	F	Jr	26	0	0	0	0.0000	7	14	0	0	0	0
Paige Turner	G	Sr	20	0	0	0	0.0000	0	0	0	0	0	0
