Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kayte Holtz	F	So	26	25	11	36	1.3846	7	14	7	4	2	0
Dominique Lozzi	F	Jr	26	9	13	22	0.8462	4	8	1	3	0	0
Jill Campbell	F	Sr	26	7	15	22	0.8462	25	50	1	1	0	1
Emily Tang	D	Fr	26	9	10	19	0.7308	9	18	0	6	0	0
Kim Tess-Wanat	F	So	25	6	13	19	0.7600	11	22	1	1	0	0
Kendra Sweet	D	Jr	26	5	10	15	0.5769	5	10	0	3	0	0
Shelagh Merrill	F	Jr	26	5	10	15	0.5769	9	18	0	2	0	0
Madeline Lane	D	Fr	26	3	9	12	0.4615	28	56	1	2	0	0
Stephanie Ludy	F	So	26	6	2	8	0.3077	10	20	0	1	0	1
Alexandra Fahey	F	Jr	25	0	7	7	0.2800	11	22	0	0	0	0
Jay Greene	F	So	25	1	5	6	0.2400	6	12	0	1	0	0
Mallory Andrews	F	Fr	26	4	1	5	0.1923	5	10	2	2	0	0
Chelsea Young	D	Sr	25	0	5	5	0.2000	11	25	0	0	0	0
Michaela Calnan	D	Sr	22	1	3	4	0.1818	1	2	1	0	0	0
Alexandra Chlebeck	F	Jr	23	2	1	3	0.1304	7	14	0	0	0	0
Kenzie Novak	F	So	22	1	2	3	0.1364	3	6	1	0	0	0
Katie Riley	F	Fr	17	1	0	1	0.0588	0	0	0	0	0	0
Lauren Pashkowski	D	Fr	21	0	1	1	0.0476	1	2	0	0	0	0
Tara Connolly	G	So	15	0	0	0	0.0000	1	2	0	0	0	0
Kayla Lessard	G	So	6	0	0	0	0.0000	0	0	0	0	0	0
Sage Santangelo	G	Jr	8	0	0	0	0.0000	0	0	0	0	0	0
Maura Allen	D	Fr	23	0	0	0	0.0000	0	0	0	0	0	0
Olivia Rotenberg	F	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
