Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Sarah MacDonnell	F	Jr	35	12	15	27	0.7714	9	18	1	4	0	0
Michela Cava	F	So	35	10	17	27	0.7714	7	14	0	4	0	0
Kayla Campero	F	Jr	35	10	8	18	0.5143	18	36	3	1	0	1
Emily Snodgrass	F	Jr	35	4	11	15	0.4286	14	28	0	0	1	0
Rachel Farrel	F	Jr	35	8	5	13	0.3714	13	26	2	2	0	0
Rebecca Fleming	F	Jr	35	2	8	10	0.2857	5	10	2	0	0	0
Leah Buress	F	So	33	3	4	7	0.2121	18	36	0	2	0	0
Margaret Zimmer	F	So	35	1	5	6	0.1714	3	6	0	0	0	0
Kiana Nauheim	D	Sr	35	0	6	6	0.1714	4	8	0	0	0	0
Brittany Berisoff	F	So	19	2	3	5	0.2632	2	4	1	1	0	0
Kelly Harris	F	Fr	30	1	4	5	0.1667	4	8	0	1	0	0
Stephanie Raithby	F	Sr	34	4	0	4	0.1176	6	20	0	0	0	0
Susan Cavanagh	F	Fr	35	3	0	3	0.0857	3	6	0	1	0	0
Alice Hughes	D	So	35	0	3	3	0.0857	8	16	0	0	0	0
Erin Burns	D	Sr	32	1	1	2	0.0625	21	42	0	0	0	0
Jesssica Stott	D	Fr	33	1	1	2	0.0606	2	4	0	1	0	0
Cassandra Opela	D	So	35	0	2	2	0.0571	0	0	0	0	0	0
Caitlin Hewes	D	Jr	5	0	2	2	0.4000	1	2	0	0	0	0
Viivi Vaatovaara	F/D	Fr	9	0	1	1	0.1111	0	0	0	0	0	0
Alexandra Lersch	D	Fr	29	0	1	1	0.0345	3	6	0	0	0	0
Elaine Chuli	G	So	24	0	0	0	0.0000	0	0	0	0	0	0
Sarah Moses	G	Sr	13	0	0	0	0.0000	0	0	0	0	0	0
Kaitlin Storo	F	Fr	21	0	0	0	0.0000	1	2	0	0	0	0
