Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jaclyn Hawkins	F	Fr	34	25	14	39	1.1471	3	9	1	0
Tiffany Owens	F	Sr	36	14	17	31	0.8611	2	6	2	1
Natalie Vibert	D	So	36	8	11	19	0.5278	2	5	0	0
Shannon Connolly	F	Sr	36	7	12	19	0.5278	0	5	0	0
Megan McLeod	F	Sr	35	7	11	18	0.5143	2	3	2	0
Angie Wallace	F	Sr	36	8	5	13	0.3611	3	1	0	1
Jacquelyn McGuire	F	Sr	35	7	5	12	0.3429	2	5	0	0
Leslie Hurlburt	F	So	36	4	7	11	0.3056	0	2	0	0
Alicia Ramolla	D	So	35	2	9	11	0.3143	0	0	0	0
Caitlin Salazer-Reid	D	Sr	36	1	10	11	0.3056	0	0	0	0
Jennifer Houlden	D	Jr	36	2	7	9	0.2500	2	0	0	0
Britney Chandler	F	Fr	36	2	6	8	0.2222	0	2	0	0
Liz Gallinaro	F/D	Fr	36	2	6	8	0.2222	0	0	0	0
Janelle Armitage	F	Jr	32	3	2	5	0.1563	0	0	0	0
Katherine Van Deveire	F	So	31	2	2	4	0.1290	0	1	0	0
Bridget King	F/D	Fr	35	1	1	2	0.0571	0	1	0	0
Erika Spaeth	F/D	Sr	32	0	1	1	0.0313	0	0	0	0
Nicole LeFave	F	So	4	0	0	0	0.0000	0	0	0	0
Shannon Murphy	G	Sr	12	0	0	0	0.0000	0	0	0	0
Lisa Beck	D	Sr	13	0	0	0	0.0000	0	0	0	0
Kaitlyn Shain	G	Jr	25	0	0	0	0.0000	0	0	0	0
Molly Garrett	D	So	32	0	0	0	0.0000	0	0	0	0
