Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Brock Nelsen	F	So	20	4	3	7	0.3500	4	8	0	0	0	0
Lindsey Jackman	D	So	21	4	1	5	0.2381	11	22	0	3	0	0
Jena Kosley	F	So	21	3	2	5	0.2381	8	16	0	0	0	0
Brittney Coleman	F	Sr	16	1	3	4	0.2500	10	20	0	0	0	0
Alena Fiala	F	So	21	1	3	4	0.1905	7	14	0	0	0	0
Sara Martin	F	So	16	2	1	3	0.1875	11	22	0	0	0	0
Theresa Wolf	F	So	19	0	3	3	0.1579	8	16	0	0	0	0
Kimberly Harter	F	So	21	1	1	2	0.0952	7	14	0	1	0	0
Morgan Loroff	D	Fr	19	1	1	2	0.1053	12	24	0	0	0	0
Sierra Meiners	D	Fr	17	0	2	2	0.1176	4	8	0	0	0	0
Abby Gallaher	F	Jr	13	1	0	1	0.0769	2	4	0	1	0	0
Alexandra Chutskoff	F	Sr	21	0	1	1	0.0476	0	0	0	0	0	0
Sommer O'Shaughnessy	D	Sr	21	0	1	1	0.0476	17	34	0	0	0	0
Taylor Gustafson	G	Jr	15	0	0	0	0.0000	0	0	0	0	0	0
Casey Schwartz	G	So	5	0	0	0	0.0000	0	0	0	0	0	0
Breanna Merriam	G	So	5	0	0	0	0.0000	1	2	0	0	0	0
