Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Sam Hunt	F	Sr	36	14	20	34	0.9444	28	56	2	7	1	0
Beth Rotenberg	LW	Jr	36	14	13	27	0.7500	9	18	5	8	0	0
Katie Stewart	RW	Jr	31	13	13	26	0.8387	11	22	2	5	1	0
Marissa Dombovy	F	Jr	36	11	14	25	0.6944	14	28	3	5	0	0
Kiira Dosdall	D	Sr	36	5	19	24	0.6667	26	52	0	4	0	0
Evan Minnick	F	Jr	36	11	10	21	0.5833	10	31	0	6	0	1
Elin Brown	D	Sr	36	10	11	21	0.5833	21	50	2	4	0	0
Clancy Todd	D	Sr	34	4	16	20	0.5882	25	50	0	4	0	0
Hannah Milan	F	So	35	9	8	17	0.4857	10	20	1	5	0	0
Jessi Waters	F/D	So	34	4	11	15	0.4412	8	16	2	0	0	0
Jacquie Colborne	F	So	36	3	7	10	0.2778	6	12	0	0	0	0
Ali Edell	F	Jr	36	1	8	9	0.2500	24	48	0	0	0	0
Amanda Kirwan	D	Fr	36	1	6	7	0.1944	4	8	1	0	0	0
Krista Dermott	F	Fr	35	0	4	4	0.1143	10	20	0	0	0	0
Kristi-Lyn Pollock	D	Fr	27	1	2	3	0.1111	12	32	0	1	0	0
Nicole McDonald	D	Jr	36	1	1	2	0.0556	0	0	1	0	0	0
Laura Jansen	D	Sr	36	1	0	1	0.0278	12	24	0	0	0	0
Kimberly Sass	G	Fr	24	0	1	1	0.0417	0	0	0	0	0	0
Lisa Dodd	F	Sr	14	0	0	0	0.0000	1	2	0	0	0	0
Ruth Fish	F	Sr	12	0	0	0	0.0000	3	6	0	0	0	0
Heidi Peterson	F	Fr	30	0	0	0	0.0000	2	4	0	0	0	0
Lisa Plenderleith	G	So	12	0	0	0	0.0000	1	2	0	0	0	0
Elayna Hamashuk	G	Sr	3	0	0	0	0.0000	0	0	0	0	0	0
