Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Rebecca Johnston	F	Sr	33	30	31	61	1.8485	1	2	7	6	1	2
Brianne Jenner	F	So	33	20	38	58	1.7576	19	38	4	5	1	0
Jillian Saulnier	F	Fr	33	22	30	52	1.5758	14	31	3	5	2	0
Laura Fortino	D	Jr	33	8	29	37	1.1212	14	28	1	4	0	0
Catherine White	F	Sr	30	14	21	35	1.1667	22	44	1	4	0	0
Chelsea Karpenko	F	Sr	33	18	15	33	1.0000	14	28	4	6	0	0
Lauriane Rougeau	D	Jr	33	6	20	26	0.7879	11	22	1	3	0	0
Erin Barley-Maloney	F	Jr	31	11	11	22	0.7097	8	16	3	4	0	0
Alyssa Gagliardi	D	So	35	5	16	21	0.6000	22	44	2	3	0	0
Emily Fulton	F	Fr	32	7	12	19	0.5938	16	32	0	4	0	0
Amanda Young	D	Sr	35	1	16	17	0.4857	12	24	1	0	0	0
Hayleigh Cudmore	D	So	33	3	13	16	0.4848	6	12	1	2	0	0
Monika Leck	F	Fr	32	7	7	14	0.4375	6	12	1	0	0	0
Jessica Campbell	F	So	33	5	9	14	0.4242	4	8	0	1	0	0
Kendice Ogilvie	F	Sr	35	2	9	11	0.3143	13	26	1	0	0	0
Xandra Hompe	F	Jr	28	2	0	2	0.0714	0	0	0	0	0	0
Olivia Cook	F	So	30	0	0	0	0.0000	2	4	0	0	0	0
Amanda Mazzotta	G	Sr	21	0	0	0	0.0000	0	0	0	0	0	0
Katelyn Pippy	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Lauren Slebodnick	G	So	17	0	0	0	0.0000	0	0	0	0	0	0
