Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Meghan Mahoney	D	Fr	27	23	18	41	1.5185	1	4	0	0
Elizabeth Campbell	D	So	27	11	23	34	1.2593	3	3	0	0
Virginia Halloran	F	Sr	27	13	14	27	1.0000	2	1	0	0
Rachelle Beaudoin	F	So	27	10	15	25	0.9259	2	1	2	0
Erin Williams	D	Jr	25	10	6	16	0.6400	1	1	0	0
Dara Reppucci	D	So	27	6	7	13	0.4815	2	1	0	0
Kimberly Scinto	F	Fr	26	4	7	11	0.4231	0	0	0	0
Stephanie Lieblich	F	Sr	27	5	5	10	0.3704	0	1	1	0
Lindsey Jean	D	So	27	4	5	9	0.3333	0	0	0	0
Caitlin Andrew	D	So	26	5	3	8	0.3077	0	1	1	0
Allison Hogan	D	So	27	1	7	8	0.2963	0	0	0	0
Mary Ellen Conforti	F	Sr	25	2	4	6	0.2400	0	0	0	0
Molly Corkery	F	Fr	12	2	3	5	0.4167	0	0	0	0
Shauna Kilcoyne	F	Sr	26	2	2	4	0.1538	1	0	0	0
Jenelle DiSanto	G	Jr	26	0	0	0	0.0000	0	0	0	0
Vanessa Jones	G	Fr	7	0	0	0	0.0000	0	0	0	0
