Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Katelyn Dold	F	Jr	27	24	15	39	1.4444	17	34	1	5	2	1
Emily Sell	F	Sr	27	10	25	35	1.2963	1	2	1	4	1	1
Jenna Westerham	F	So	27	18	13	31	1.1481	14	28	6	7	0	2
Abby Taffe	F	Fr	27	17	14	31	1.1481	1	2	1	3	3	1
Ali Nelson	F/D	So	21	8	12	20	0.9524	12	24	1	6	0	0
Brooke Rundell	C	Jr	27	3	11	14	0.5185	12	24	1	0	1	0
Kelsey Athmann	F	Fr	27	6	3	9	0.3333	4	8	0	1	0	0
Kayla Hendrickson	F	Jr	10	4	2	6	0.6000	2	4	0	0	0	0
Allie Bondy	D	Jr	24	1	5	6	0.2500	13	26	0	0	0	0
Abby Vig	D	So	25	2	3	5	0.2000	16	32	1	0	0	0
Tara Korf	F	Fr	21	3	1	4	0.1905	4	8	0	0	0	0
Kit Hollway	F	Jr	25	2	2	4	0.1600	11	22	2	0	0	0
Kristina Westmark	D	Sr	25	1	2	3	0.1200	12	24	0	0	1	0
Rachel Stevenson	F	Jr	22	1	2	3	0.1364	5	10	0	0	0	0
Macy Leland	D	So	26	0	3	3	0.1154	25	50	0	0	0	0
Melissa Neeb	D	So	22	0	2	2	0.0909	0	0	0	0	0	0
Lacey Shieu	D	Fr	11	0	1	1	0.0909	1	2	0	0	0	0
Kristyn Voegele	F	Sr	26	0	1	1	0.0385	0	0	0	0	0	0
Tayler Vatnsdal	F	Fr	22	0	1	1	0.0455	0	0	0	0	0	0
Sara Sonnenberg	D	Sr	19	0	0	0	0.0000	0	0	0	0	0	0
Tamara Twite	G	Fr	14	0	0	0	0.0000	0	0	0	0	0	0
Desiree Goret	G	So	13	0	0	0	0.0000	0	0	0	0	0	0
Amanda Livers	F	So	9	0	0	0	0.0000	0	0	0	0	0	0
Liz McLaughlin	D	Fr	10	0	0	0	0.0000	0	0	0	0	0	0
Casey Fiore	G	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
Tracy Skluzacek	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
