Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Chloe Kinsel	F	Sr	28	24	19	43	1.5357	3	6	6	6	3	1
Dani Sibley	F	Jr	28	20	16	36	1.2857	5	10	3	3	3	0
Carly Moran	F	So	28	20	13	33	1.1786	5	10	5	3	2	1
Karleigh Wolkerstorfer	F	Jr	26	7	11	18	0.6923	16	32	1	0	0	0
Paige Johnson	D	Jr	28	3	12	15	0.5357	3	6	0	1	0	0
Amy Auran	F	So	28	8	6	14	0.5000	7	14	2	0	1	0
Jillayne Gilbert	F	Fr	28	3	8	11	0.3929	1	2	0	0	0	0
Ashley Effertz	F/D	Fr	21	2	8	10	0.4762	7	14	1	1	0	0
Jessie Anderson	F	Fr	27	5	4	9	0.3333	4	8	1	0	0	0
Lydia Wagner	F	Jr	28	3	5	8	0.2857	4	8	0	0	0	0
Dani Buehrer	D	Sr	28	3	4	7	0.2500	12	24	1	1	0	0
Carina Randazzo	D	Jr	28	2	5	7	0.2500	14	28	0	1	0	0
Taylor Ramthun	F/D	Fr	20	1	4	5	0.2500	4	8	0	0	0	0
Victoria Holman	F	Fr	27	1	3	4	0.1481	3	6	1	0	0	0
Haley Nielsen	D	Fr	24	1	3	4	0.1667	2	4	0	0	0	0
Izzy Brosseau	D	Fr	27	0	4	4	0.1481	7	14	0	0	0	0
Dani Kocina	F	So	28	2	1	3	0.1071	1	2	0	0	0	0
Emily Stark	F	Jr	26	1	2	3	0.1154	8	16	0	1	0	0
Kayla Oberding	D	Fr	19	0	2	2	0.1053	3	6	0	0	0	0
Kylie Hommerding	G	So	2	0	0	0	0.0000	0	0	0	0	0	0
Angie Hall	G	So	28	0	0	0	0.0000	0	0	0	0	0	0
Kendra Carlson	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
