Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jen Munhofen	F	So	30	7	12	19	0.6333	3	1	0	0
Halina Kristalyn	F	Fr	28	9	7	16	0.5714	1	3	0	0
Pearle Nerenberg	F	Jr	30	6	10	16	0.5333	1	2	0	0
Briana Jentner	F/D	Sr	30	3	10	13	0.4333	0	1	0	0
Vicki Hodgkinson	F	So	30	8	4	12	0.4000	1	1	0	0
Caitlin Warren	F	So	30	4	8	12	0.4000	0	1	0	0
Jamie Ramenofsky	D	Jr	30	2	10	12	0.4000	0	1	0	0
Anita Khar	F	Sr	30	3	8	11	0.3667	1	2	0	0
Caroline Scott	F	Fr	30	7	3	10	0.3333	0	0	1	0
Andrea Skinner	F	So	25	5	3	8	0.3200	0	3	0	0
Allison Simpson	F/D	Sr	30	2	3	5	0.1667	0	2	0	0
Maryann Nowak	F	Jr	29	4	0	4	0.1379	0	0	0	1
Sarah Carter	F	Sr	30	0	3	3	0.1000	0	0	0	0
Becky Fisher	F/D	So	30	1	1	2	0.0667	0	0	0	0
Lara Kelly	D	Jr	30	0	2	2	0.0667	0	0	0	0
Emily Cabral	D	So	28	0	1	1	0.0357	0	0	0	0
Beth Baronick	G	Fr	11	0	0	0	0.0000	0	0	0	0
Flora Vineberg	G	So	23	0	0	0	0.0000	0	0	0	0
Sarah McConnachie	G	Fr	3	0	0	0	0.0000	0	0	0	0
