Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Valerie Hall	F	Sr	33	19	19	38	1.1515	1	4	2	1
Teresa Marchese	F	So	35	16	21	37	1.0571	1	3	0	0
Candice Moxley	F	So	35	11	13	24	0.6857	2	1	0	0
Jennifer Goulet	F	Sr	34	12	10	22	0.6471	4	3	0	0
Lindsay Vine	F	Jr	35	7	10	17	0.4857	2	2	0	0
Amy Jack	F	Fr	30	8	5	13	0.4333	1	1	0	0
Melissa Hamilton	F	Sr	35	3	8	11	0.3143	0	0	0	0
Bradi Cochrane	D	Jr	35	1	10	11	0.3143	1	1	0	0
Katie Sweeney	D	Fr	35	4	5	9	0.2571	1	2	0	1
Linda Groff	D	Sr	31	1	8	9	0.2903	0	0	0	0
Erin Toth	D	Fr	35	3	5	8	0.2286	0	0	0	0
Christine Brownlee	F	So	25	2	5	7	0.2800	0	0	0	0
Candice Ceelen	F	Sr	10	2	5	7	0.7000	0	1	0	0
Amber Maly	F	Sr	35	1	5	6	0.1714	0	0	0	0
Dawn Macauley	D	Jr	17	1	2	3	0.1765	0	1	0	0
Sara Puryear	F	Sr	33	1	2	3	0.0909	0	0	0	0
Jessica Clermont	D	Fr	34	1	2	3	0.0882	0	1	0	0
Ann McLellan	D	So	33	1	1	2	0.0606	1	0	0	0
Heather Maracle	F	So	31	1	1	2	0.0645	0	0	0	0
Jennifer Mascaro	G	Jr	25	0	1	1	0.0400	0	0	0	0
Lindsey Taylor	G	So	3	0	0	0	0.0000	0	0	0	0
Margaret Kolodziejczyk	F/D	Jr	7	0	0	0	0.0000	0	0	0	0
Sarah Boulanger	F/D	So	28	0	0	0	0.0000	0	0	0	0
Breanne Doyle	G	Fr	12	0	0	0	0.0000	0	0	0	0
