Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Stephanie Jones	F	So	36	22	15	37	1.0278	8	4	1	0
Carolyn Gordon	F	Jr	36	20	15	35	0.9722	5	4	0	1
Chandy Kaip	F	Sr	35	12	22	34	0.9714	3	1	0	0
Allison Edgar	D	Jr	36	9	23	32	0.8889	3	4	0	0
Randi MacMaster	F	So	36	10	20	30	0.8333	1	1	0	2
Lindsay Hansen	F	Fr	36	10	17	27	0.7500	0	1	0	0
Kristen Thomas	D	Jr	33	4	23	27	0.8182	0	1	0	0
Kristine Butt	F	Sr	32	11	10	21	0.6563	2	2	0	0
Annie Fahlenbock	F	Sr	36	9	10	19	0.5278	1	1	1	1
Debbie Bernhard	F	Jr	36	9	9	18	0.5000	1	1	0	0
Vicki Davis	F	Fr	34	7	10	17	0.5000	3	0	0	0
Janine Goulet	F	Jr	36	3	6	9	0.2500	0	0	0	0
Nicole Stefanilo	D	Sr	36	0	7	7	0.1944	0	0	0	0
Randi Hickox	D	Sr	36	1	5	6	0.1667	0	0	0	0
Kristi Shaw	F	So	35	1	1	2	0.0571	0	0	0	0
Jaime VanMassenhove	F	Jr	31	1	0	1	0.0323	0	0	0	0
Erin Vehec	F	So	11	0	1	1	0.0909	0	0	0	0
Alexis Silvestri	D	Jr	29	0	1	1	0.0345	0	0	0	0
Hillary Ensor	G	Sr	3	0	0	0	0.0000	0	0	0	0
Jen Huggon	G	Sr	35	0	0	0	0.0000	0	0	0	0
Laura Lankton	D	Fr	36	0	0	0	0.0000	0	0	0	0
Liz Adams	D	Jr	3	0	0	0	0.0000	0	0	0	0
