Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Dominique Thibault	F	Sr	39	21	19	40	1.0256	14	28	5	5	1	2
Juana Baribeau	F	So	40	18	19	37	0.9250	25	50	3	3	1	4
Britney Selina	C	Sr	40	10	26	36	0.9000	9	18	1	4	1	0
Melissa Waldie	LW	Jr	38	18	12	30	0.7895	5	10	5	10	0	0
Carlee Eusepi	D	Sr	39	6	13	19	0.4872	6	12	3	4	0	0
Kali Gillanders	F	So	37	3	10	13	0.3514	19	38	3	0	0	0
Genevieve Lavoie	RW	Sr	40	3	9	12	0.3000	3	6	0	0	0	0
Daris Tendler	LW	Jr	40	6	5	11	0.2750	3	6	0	0	0	1
Gabrielle Kosziwka	F	So	40	7	2	9	0.2250	8	16	1	0	0	0
Brittany Mulligan	F	So	35	5	3	8	0.2286	24	48	1	0	0	0
Danielle Skirrow	F	Fr	39	1	6	7	0.1795	10	20	0	0	0	0
Hailey Wood	D	Fr	40	1	6	7	0.1750	9	18	0	0	0	0
Danielle Boudreau	F	So	40	2	4	6	0.1500	6	12	0	1	0	0
Tegan Schroeder	D	Sr	40	2	4	6	0.1500	19	38	1	0	0	0
Courtney Olson	D	Jr	40	1	3	4	0.1000	14	28	0	0	0	0
Katelyn Ptolemy	D	So	40	0	4	4	0.1000	6	12	0	0	0	0
Ashleigh Moorehead	LW	Sr	39	0	1	1	0.0256	1	2	0	0	0	0
Kelsey Neumann	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Lauren Dahm	G	Jr	39	0	0	0	0.0000	0	0	0	0	0	0
Caitlin Oleksa	C	Jr	34	0	0	0	0.0000	1	2	0	0	0	0
Meg Omand	F	So	10	0	0	0	0.0000	0	0	0	0	0	0
