Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jeanne Schipper-Jobe	F	Jr	20	8	1	9	0.4500	0	1	1	0
Allison Rime	D	Fr	25	5	3	8	0.3200	1	1	0	0
Nichelle Simon	D	So	21	1	6	7	0.3333	0	0	0	0
Heidi Spensley	F	Fr	24	1	5	6	0.2500	0	0	0	0
Angie Erickson	D	Jr	25	2	3	5	0.2000	0	1	0	0
Emily Gross	F	So	25	4	0	4	0.1600	1	2	0	0
Cathy Gelinas	F	So	25	0	4	4	0.1600	0	0	0	0
Jessi Lotton	F	So	14	2	1	3	0.2143	0	1	0	0
Heather Olson	F	Fr	25	1	2	3	0.1200	0	0	0	0
Ashley Hounslow	D	Jr	18	0	1	1	0.0556	0	0	0	0
Amber Winn	F	Sr	25	0	0	0	0.0000	0	0	0	0
Rachael Young	G	Fr	25	0	0	0	0.0000	0	0	0	0
Mandy Sevelin	F	So	15	0	0	0	0.0000	0	0	0	0
Alysha Huberty	G	So	4	0	0	0	0.0000	0	0	0	0
Rene Housman	F	Fr	1	0	0	0	0.0000	0	0	0	0
Kelly Neppl	F	So	7	0	0	0	0.0000	0	0	0	0
Regina Voracek	D	So	20	0	0	0	0.0000	0	0	0	0
Sara Wagner	F	Fr	24	0	0	0	0.0000	0	0	0	0
