Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Angela M Johnson	D	Sr	24	9	9	18	0.7500	0	1	0	0
Kaytlyn Mount	F	So	24	10	3	13	0.5417	0	3	1	0
Aryn Ball	F	Fr	24	8	4	12	0.5000	0	6	0	0
Chelsea Crowell	D	Fr	24	0	6	6	0.2500	0	0	0	0
Danielle Becker	F	Fr	24	2	3	5	0.2083	0	1	0	0
Sarah Stieve	D	Jr	21	2	3	5	0.2381	0	1	0	0
Tera Burley	F	Jr	24	2	1	3	0.1250	0	0	0	0
Stacy Spector	F	Fr	10	1	2	3	0.3000	0	0	0	0
Katie Hopkins	F	So	14	1	2	3	0.2143	0	0	0	0
Kate Swanson	D	So	24	0	3	3	0.1250	0	0	0	0
Katie Allen	D	Fr	10	1	1	2	0.2000	0	0	0	0
Jordan Nielsen	D	So	24	0	1	1	0.0417	0	0	0	0
Megan Mumm	F	Jr	8	0	1	1	0.1250	0	0	0	0
Jessi McGehee	G	So	24	0	0	0	0.0000	0	0	0	0
Jackie Weiden	G	Fr	2	0	0	0	0.0000	0	0	0	0
Lauren Martin	F	Fr	23	0	0	0	0.0000	0	0	0	0
Elizabeth Schreiner	D	Fr	3	0	0	0	0.0000	0	0	0	0
Katie Gulsvig	F	Fr	24	0	0	0	0.0000	0	0	0	0
