Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kiersten Von Trapp	F	Sr	21	13	10	23	1.0952	0	1	0	0
Anna Siliciano	F	So	21	14	6	20	0.9524	2	3	1	1
Meghan Frederico	F	So	21	5	7	12	0.5714	1	0	0	0
Stacey Orr	F	Sr	21	3	7	10	0.4762	0	0	0	0
Andrea Snow	F	Jr	21	3	5	8	0.3810	1	0	0	0
Natasha Clauson	D	Jr	21	1	7	8	0.3810	1	0	0	0
Frances Jacobus-Parker	F	So	21	3	3	6	0.2857	1	1	0	0
Liza Eckels	F	Sr	21	1	5	6	0.2857	0	1	0	0
Gabby Carson	D	Sr	21	1	2	3	0.1429	0	0	0	0
Jenna Bonczewski	F	Fr	21	0	2	2	0.0952	0	0	0	0
Emily Titterton	D	Fr	21	1	0	1	0.0476	0	0	1	0
Jessica Pearce	D	Fr	21	0	0	0	0.0000	0	0	0	0
Amanda Robinson	F	Jr	3	0	0	0	0.0000	0	0	0	0
Hannah Frazer	D	Fr	4	0	0	0	0.0000	0	0	0	0
Elizabeth Courtney	G	Jr	21	0	0	0	0.0000	0	0	0	0
Sarah Ross	F	Fr	4	0	0	0	0.0000	0	0	0	0
