Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kristen Van Slyke	F	Jr	23	4	9	13	0.5652	0	3	0	0
Erin Davey	F	Fr	23	7	5	12	0.5217	1	2	0	0
Jill Mauer	F	Jr	22	8	1	9	0.4091	2	6	0	0
Elizabeth Bennett	F	Jr	21	4	5	9	0.4286	0	3	0	0
Stephanie Quinn	F	Fr	23	3	6	9	0.3913	1	0	0	0
Rachel Lindmark	F	Fr	22	2	6	8	0.3636	0	0	0	0
Farrell Thayer	D	So	22	1	6	7	0.3182	0	0	0	0
Liz Keenan	F	Fr	23	1	5	6	0.2609	0	1	0	0
Emily Mason	F/D	So	21	2	3	5	0.2381	0	0	0	0
Courtney Smith	D	Fr	23	1	4	5	0.2174	0	0	0	0
Caroline Jeffery	D	So	23	2	2	4	0.1739	0	0	0	0
Meaghan McLaughlin	F	Sr	23	1	3	4	0.1739	1	1	0	0
Sarah Napoli	D	Fr	23	2	1	3	0.1304	1	2	0	0
Kristen Dirmaier	D	Fr	23	1	1	2	0.0870	0	0	0	0
Elinor Mason	D	Jr	23	0	1	1	0.0435	0	0	0	0
Samantha Wolfson	F	Fr	23	0	0	0	0.0000	0	0	0	0
Lauren Mellen	G	So	13	0	0	0	0.0000	0	0	0	0
Valerie Kim	D	Fr	16	0	0	0	0.0000	0	0	0	0
Sara Christopher	G	Fr	11	0	0	0	0.0000	0	0	0	0
