Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Dani Schultz	F	Jr	27	12	15	27	1.0000	4	8	3	4	1	0
Karen Larson	F	So	27	12	12	24	0.8889	4	8	3	3	0	0
Sheryl Kaskiw	D	Sr	27	1	17	18	0.6667	5	10	0	0	0	0
Haley Olmstead	F	Jr	27	11	6	17	0.6296	7	14	3	3	0	0
Kerry Mayhew	F	Sr	27	8	9	17	0.6296	10	20	1	3	1	0
Hailey Adair	F	Fr	27	6	11	17	0.6296	2	4	1	1	0	0
Lynne Larson	F	So	22	5	11	16	0.7273	3	6	1	1	0	0
Kiara De Kezel	F	Jr	27	7	8	15	0.5556	18	36	1	1	0	0
Kelsey Firkus	F	Sr	27	2	11	13	0.4815	3	6	1	1	0	0
Alison Shrift	F	Sr	27	4	7	11	0.4074	2	4	0	1	1	0
Amanda Coey	F	Fr	27	1	6	7	0.2593	5	10	0	0	0	0
Alexis Reid	F	So	20	3	3	6	0.3000	5	10	0	0	0	0
Teal Crosson	F	Sr	27	0	4	4	0.1481	1	2	0	0	0	0
Mara Teschendorf	F	So	21	2	1	3	0.1429	5	10	0	0	0	0
Hayley Epema	D	So	27	1	2	3	0.1111	16	43	0	0	0	0
Pamela McLeod	D	Fr	26	1	2	3	0.1154	14	28	0	0	0	0
Caitlin Hunt	D	So	26	1	1	2	0.0769	13	26	0	0	0	0
Shanley Peters	G	Sr	26	1	1	2	0.0769	0	0	0	0	0	1
Megan Leikkari	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Kim Kobar	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
