Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Alena Polenska	F	Sr	22	9	10	19	0.8636	8	16	1	1	0	0
Jessica Hoyle	F	Jr	26	5	7	12	0.4615	4	8	1	1	1	1
Laurie Jolin	F	Sr	27	6	5	11	0.4074	5	10	0	3	0	0
Lauren Vella	F	So	25	4	7	11	0.4400	11	22	1	1	0	0
Sarah Robson	F	So	27	5	4	9	0.3333	9	18	0	1	0	0
Monica Masucci	F	Fr	24	3	2	5	0.2083	3	6	2	0	0	0
Kelly Micholson	D	Fr	24	2	3	5	0.2083	10	20	0	0	0	0
Brittany Moorehead	F	So	24	1	4	5	0.2083	2	4	0	0	0	0
Jennifer Nedow	D	Jr	27	2	2	4	0.1481	5	10	1	2	0	0
Samantha Woodward	F	Jr	26	1	3	4	0.1538	3	6	0	0	0	0
Vanessa Welten	F	Jr	27	1	2	3	0.1111	4	8	0	1	0	0
Ariana Rucker	F	Fr	24	1	2	3	0.1250	5	10	0	0	0	0
Kelly Kittredge	D	Jr	25	0	2	2	0.0800	9	18	0	0	0	0
Lauren Zary	F	Fr	24	0	2	2	0.0833	2	4	0	0	0	0
Victoria Smith	D	Sr	26	0	2	2	0.0769	2	4	0	0	0	0
Janice Yang	F	So	8	0	2	2	0.2500	1	2	0	0	0	0
Kaitlyn Keon	F	So	27	0	2	2	0.0741	6	12	0	0	0	0
Emma Pearson	D	Fr	24	1	0	1	0.0417	1	2	0	1	0	0
Emilie Dolan	F	Jr	18	1	0	1	0.0556	2	4	0	0	0	0
Alli Rolandelli	D	Fr	22	0	1	1	0.0455	6	12	0	0	0	0
Huner Davis	D	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Katie Jamieson	G	Sr	11	0	0	0	0.0000	1	2	0	0	0	0
Alex Piersiak	D	Sr	2	0	0	0	0.0000	0	0	0	0	0	0
Aubree Moore	G	Jr	17	0	0	0	0.0000	0	0	0	0	0	0
