Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Deidre Lindstrom	F/D	Fr	25	14	17	31	1.2400	0	2	0	0
Kim Hayes	F	Jr	25	12	15	27	1.0800	4	3	1	1
Katie Eichten	F	So	25	9	9	18	0.7200	2	1	0	0
Angie Carstenbrock	F	Fr	25	12	5	17	0.6800	2	1	1	0
Jen Rogers	D	So	25	8	6	14	0.5600	0	1	1	0
Jill Ament	F	So	25	2	8	10	0.4000	0	0	0	0
Antoinette Pace	G	So	22	8	1	9	0.4091	1	3	0	0
Robyn Lunda	D	Jr	25	2	4	6	0.2400	1	0	0	0
Beth Janni	D	Sr	25	0	6	6	0.2400	0	0	0	0
Katie Kuenzi	F	Fr	12	1	1	2	0.1667	0	0	0	0
Katie Drew	F	So	25	0	2	2	0.0800	0	0	0	0
Melanie Schulte	F/D	Sr	24	0	1	1	0.0417	0	0	0	0
Kendra Graper	G	So	25	0	0	0	0.0000	0	0	0	0
Kelly Gulden			11	0	0	0	0.0000	0	0	0	0
Debbie McLoughlin	F	Jr	5	0	0	0	0.0000	0	0	0	0
