Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amanda Waigand	F	Fr	25	13	5	18	0.7200	17	34	1	3	2	1
Rachel Mullendore	D	Jr	25	6	6	12	0.4800	3	6	0	2	0	0
Alex DeBoer	D	Jr	25	5	5	10	0.4000	13	26	0	4	0	0
Devan Lesch	F	Jr	25	4	4	8	0.3200	9	18	0	2	0	0
Megan Sesing-Gomoll	D	Jr	25	1	7	8	0.3200	18	47	0	0	0	0
Kristin Skubic	F/D	Fr	25	3	3	6	0.2400	7	14	0	1	0	0
Brittany Syms	F	Fr	20	1	4	5	0.2500	1	2	0	0	0	0
Sophie Schieldt	D	So	22	1	4	5	0.2273	7	14	0	1	0	0
Katie Lindsley	F	Jr	25	2	2	4	0.1600	5	10	0	1	0	0
Shelby Sayers-Jones	F	Fr	15	1	2	3	0.2000	1	2	0	0	0	0
Amanda Reimann	F	So	21	2	0	2	0.0952	2	4	0	0	0	0
Abby Miner	D	Fr	4	0	2	2	0.5000	1	2	0	0	0	0
Kiley O'Connell	F	Jr	19	1	0	1	0.0526	3	6	0	0	0	0
Nicole Drews	F	Jr	7	0	1	1	0.1429	2	4	0	0	0	0
Kaitlyn Johnson	D	Fr	25	0	1	1	0.0400	1	2	0	0	0	0
Cassie Thompson	F	So	25	0	0	0	0.0000	8	19	0	0	0	0
Amanda Alexander	G	Fr	19	0	0	0	0.0000	0	0	0	0	0	0
Katie Bassett	G	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Cassidy Radjenovic	F	So	15	0	0	0	0.0000	4	8	0	0	0	0
Amy Knutson	F	Jr	3	0	0	0	0.0000	0	0	0	0	0	0
Kaytlin Ruzicka	G	Sr	5	0	0	0	0.0000	0	0	0	0	0	0
Erin Dunphy	D	So	25	0	0	0	0.0000	14	28	0	0	0	0
