Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kristin Gigliotti	D	Sr	35	17	22	39	1.1143	1	8	0	1
Sonny Watrous	F	Sr	35	11	20	31	0.8857	2	5	1	0
Mari Pehkonen	F	So	34	18	11	29	0.8529	4	12	0	0
Sarah Feldman	F	Jr	36	10	19	29	0.8056	2	8	0	0
Erin Normore	F/D	So	36	7	14	21	0.5833	1	1	0	1
Jenna Keilch	F	Jr	33	8	7	15	0.4545	1	3	1	0
Kathleen Smith	D	Jr	33	3	10	13	0.3939	0	0	0	0
Katy Beach	F	So	33	5	6	11	0.3333	1	3	0	0
Jackie Duncan	F	Fr	29	4	4	8	0.2759	1	0	0	0
Brittany Nelson	F	Fr	32	4	2	6	0.1875	1	0	1	0
Rachel Crissy	F	Jr	35	1	5	6	0.1714	0	0	0	0
Caitlin Malboeuf	D	Jr	31	2	3	5	0.1613	1	0	0	0
Colleen Martin	D	Fr	35	3	1	4	0.1143	0	0	0	0
Kelli Doolin	F	Jr	31	2	2	4	0.1290	1	1	0	0
Pamela McDevitt	F	Fr	26	0	3	3	0.1154	0	0	0	0
Danielle Tangredi	F	Jr	24	0	3	3	0.1250	0	0	0	0
Brittany Simpson	D	So	34	1	0	1	0.0294	0	1	0	0
Maura Grainger	F	So	23	0	1	1	0.0435	0	0	0	0
Meredith George	D	So	29	0	0	0	0.0000	0	0	0	0
Danielle Ciarletta	G	So	14	0	0	0	0.0000	0	0	0	0
Cherie Hendrickson	F	Jr	11	0	0	0	0.0000	0	0	0	0
Jana Bugden	G	Sr	25	0	0	0	0.0000	0	0	0	0
Brittney Lomond	F/D	So	12	0	0	0	0.0000	0	0	0	0
Lauren Florio	G	Sr	4	0	0	0	0.0000	0	0	0	0
Stephanie Morris	F	So	21	0	0	0	0.0000	0	0	0	0
