Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Breann Julius	F	So	25	10	11	21	0.8400	9	26	2	6	0	0
Madison Gendreau	F	So	26	10	9	19	0.7308	12	24	2	1	2	1
Abby Taffe	F	Jr	26	6	8	14	0.5385	1	2	1	3	0	0
Anna Westmark	F	Fr	26	9	4	13	0.5000	3	6	2	1	0	0
Jenna Westerham	F	Sr	26	4	6	10	0.3846	12	24	3	1	0	0
Kelsey Vandegrift	F	So	25	7	2	9	0.3600	2	4	2	2	0	0
Bekah Wright	F	So	26	3	6	9	0.3462	12	24	0	1	0	0
Ali Nelson	D	Sr	18	1	6	7	0.3889	6	12	0	0	0	0
Brittany Oliver	D	Jr	23	2	4	6	0.2609	3	6	0	0	0	0
Libby Fransdal	D	So	18	0	6	6	0.3333	6	12	0	0	0	0
Macy Leland	D	Sr	26	2	3	5	0.1923	19	38	0	1	0	0
Lauren Riley	D	Fr	23	2	1	3	0.1304	4	8	0	0	0	0
Hannah Johnston	D	Fr	25	0	3	3	0.1200	6	12	0	0	0	0
Mickey Moran	F	Fr	26	0	3	3	0.1154	10	20	0	0	0	0
Jordan Phillippi	F	Fr	12	1	0	1	0.0833	3	6	1	0	0	0
Sarah Thedens	D	So	26	0	1	1	0.0385	11	33	0	0	0	0
Starr Garrett	D	Fr	23	0	1	1	0.0435	0	0	0	0	0	0
Alison Warweg	F	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Cassey Petrich	D	Fr	12	0	0	0	0.0000	0	0	0	0	0	0
Rebecca Hendrickson	G	So	10	0	0	0	0.0000	0	0	0	0	0	0
Karissa Olson	F	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Tara Korf	F	Jr	3	0	0	0	0.0000	0	0	0	0	0	0
Madison Denny	G	Fr	17	0	0	0	0.0000	0	0	0	0	0	0
Abby Kratzke	D	Fr	17	0	0	0	0.0000	0	0	0	0	0	0
Erin McNeill	F	So	20	0	0	0	0.0000	0	0	0	0	0	0
Claire Illies	F	So	10	0	0	0	0.0000	1	2	0	0	0	0
