Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Colleen Reid	F	Sr	24	14	15	29	1.2083	0	3	0	0
MaryAnn Knott	F/D	Fr	24	12	8	20	0.8333	1	2	0	1
Lindsay Davies	F	Fr	24	10	6	16	0.6667	1	1	1	0
Brooke Frank	F	Jr	24	5	9	14	0.5833	0	1	0	0
Stacy Tilton	F	Jr	23	7	4	11	0.4783	1	1	0	0
Leanne Scott	F	So	24	4	7	11	0.4583	1	0	0	0
Fawn Mayer	F	So	21	3	3	6	0.2857	1	0	0	0
Melisa Hohman	D	Jr	24	2	4	6	0.2500	1	2	0	0
Valerie Quebbemann	F	Sr	12	2	4	6	0.5000	0	0	0	0
Laura Totaro	F	Fr	24	3	2	5	0.2083	0	0	0	0
Heather Nelson	F	Fr	21	1	4	5	0.2381	0	0	0	0
Melissa Manning	F	Fr	24	1	3	4	0.1667	0	0	0	0
Jennifer DiDio	F	Jr	22	1	2	3	0.1364	0	0	0	0
Tara Caley	F	Fr	20	1	2	3	0.1500	1	0	0	0
Abby Brener	D	Fr	22	1	2	3	0.1364	0	0	0	0
Margaret Hannan	D	So	24	0	2	2	0.0833	0	0	0	0
Rachel Hutchinson	G	So	14	0	0	0	0.0000	0	0	0	0
Mandy Smock	G	Sr	11	0	0	0	0.0000	0	0	0	0
Tania Orenak	D	Fr	24	0	0	0	0.0000	0	0	0	0
