Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Maggie Fisher	F	Fr	36	16	7	23	0.6389	2	3	2	0
Kristina Bunker	F	So	36	8	8	16	0.4444	1	3	0	0
Amanda Stohr	F	So	33	6	9	15	0.4545	2	1	0	0
Felicia Nelson	F	Fr	26	10	4	14	0.5385	2	2	1	1
Noelle Needham	F	So	35	6	8	14	0.4000	2	2	0	0
Shera Vis	F	Jr	36	5	8	13	0.3611	0	0	0	0
Jodi Helminen	F	So	36	3	10	13	0.3611	0	1	0	0
Autumn Conway	F	Jr	27	2	8	10	0.3704	0	1	0	0
Jen Jonsson	D	Sr	36	2	6	8	0.2222	0	1	0	0
Andrea Herold	F	Fr	28	3	3	6	0.2143	0	1	0	0
Brittany Mackley	F	So	35	3	3	6	0.1714	0	1	0	0
Alycia Wilson	F	Jr	15	2	3	5	0.3333	0	0	0	0
Amber Sharratt	D	Sr	36	1	4	5	0.1389	1	1	0	0
Sammy Jo Miller	D	Jr	36	0	5	5	0.1389	0	0	0	0
Andreanne Thibault	D	So	36	3	1	4	0.1111	1	0	0	0
Richelle St. Croix	D	Jr	35	0	2	2	0.0571	0	0	0	0
Megan Jedinak	D	Jr	33	0	2	2	0.0606	0	0	0	0
Lyndsay James	F	Sr	14	0	0	0	0.0000	0	0	0	0
Britni Kehler	G	So	21	0	0	0	0.0000	0	0	0	0
Jenna Hewitt	F	Fr	2	0	0	0	0.0000	0	0	0	0
Ashley Young	F	Fr	1	0	0	0	0.0000	0	0	0	0
Laura Brennan	G	Jr	11	0	0	0	0.0000	0	0	0	0
Lindsay McCulloch	D	Sr	17	0	0	0	0.0000	0	0	0	0
