Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jenna Kirkwood	F	Sr	25	12	4	16	0.6400	5	10	2	2	1	0
Kelly Collins	F	So	25	9	6	15	0.6000	10	20	1	3	0	0
Jillian Bergeron	F	So	23	7	5	12	0.5217	13	26	1	3	0	0
Angie Friesen	D	Sr	25	2	8	10	0.4000	6	12	0	1	0	0
Emily Grippin	F	Jr	25	3	6	9	0.3600	15	30	1	0	1	0
Kathryn Sbrocchi	D	So	25	3	6	9	0.3600	15	30	1	1	0	0
Sarah Hannon	F/D	Jr	25	3	5	8	0.3200	7	14	0	0	0	0
Kristin Metzger	F	Fr	19	0	4	4	0.2105	4	8	0	0	0	0
Alex Szypryt	F	Fr	21	2	1	3	0.1429	1	2	0	0	0	0
Lauren Gilpin	F	So	19	1	2	3	0.1579	7	14	0	0	0	0
Brenna Weber	D	Jr	21	1	2	3	0.1429	14	28	0	1	0	0
Karly Armstrong	F	Sr	24	0	3	3	0.1250	3	6	0	0	0	0
Aprilyn Gush	D	Sr	22	0	3	3	0.1364	3	6	0	0	0	0
Erica Shapey	F	Jr	14	0	3	3	0.2143	5	10	0	0	0	0
Kendra Lemire	F	Sr	24	2	0	2	0.0833	13	26	1	0	0	0
Tiarra Garrow	F	Sr	23	2	0	2	0.0870	0	0	0	1	0	0
Bryanna Forrest	F	Fr	17	1	1	2	0.1176	11	22	0	0	0	0
Meagan Big Snake	D	Jr	8	0	2	2	0.2500	1	2	0	0	0	0
Natalie Rossi	D	Jr	23	0	2	2	0.0870	3	6	0	0	0	0
Breanne Reith	D	Fr	21	0	1	1	0.0476	8	16	0	0	0	0
Emi Williams	G	Jr	21	0	0	0	0.0000	0	0	0	0	0	0
Becky Carra	F	Fr	11	0	0	0	0.0000	3	6	0	0	0	0
Tiffany Duquette	F	Sr	9	0	0	0	0.0000	1	2	0	0	0	0
Lana Peterson	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Megan Amlinger	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
