Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Laura Szwed	F	Sr	26	10	5	15	0.5769	8	16	0	3	0	0
Jade Werger	F	So	26	3	8	11	0.4231	24	48	1	1	0	0
Kaitlin Hayes	D	Jr	26	4	5	9	0.3462	41	82	1	2	0	0
Stephanie Bardell	F	Fr	24	4	3	7	0.2917	5	10	1	0	0	0
Christine Newton	D	So	26	1	5	6	0.2308	10	20	0	1	0	0
Eileen Coyne	D	So	26	1	5	6	0.2308	38	84	0	1	0	0
Hanna Martini	F	So	20	4	1	5	0.2500	4	8	0	2	0	0
Amy Costa	F	Sr	25	1	4	5	0.2000	23	62	0	1	0	0
Meagan Hulbert	D	Jr	25	3	1	4	0.1600	11	22	1	2	0	0
Nicole Ruman	F	So	19	0	4	4	0.2105	17	45	0	0	0	0
Sterling Nelson	F	Jr	25	1	2	3	0.1200	6	12	1	0	0	0
Rebecca Bragg	F	Fr	22	0	1	1	0.0455	0	0	0	0	0	0
Bridgit Connors	D	Fr	25	0	0	0	0.0000	10	20	0	0	0	0
Colleen Newcomb	F	Fr	26	0	0	0	0.0000	2	4	0	0	0	0
Adelia DeSisto	D	Fr	17	0	0	0	0.0000	7	14	0	0	0	0
Allison Howard	F	Fr	11	0	0	0	0.0000	6	12	0	0	0	0
Amanda Hoy	G	Sr	17	0	0	0	0.0000	0	0	0	0	0	0
Katharyn Dembowski	G	So	12	0	0	0	0.0000	0	0	0	0	0	0
Marisse Lorenz	F	Jr	26	0	0	0	0.0000	5	10	0	0	0	0
Taylor Weaver	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
