Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Laura Anning	F	So	25	13	15	28	1.1200	4	5	0	0
Rebecca Julian	F	So	25	13	10	23	0.9200	2	1	0	0
Amanda Comeau	F/D	So	25	14	7	21	0.8400	1	6	0	0
Colette Finley	F	So	25	6	8	14	0.5600	2	3	0	0
Kaitlyn Conway	F	Fr	22	4	7	11	0.5000	0	1	0	0
Nicole Crocker	F	So	24	1	6	7	0.2917	0	1	0	0
Heather Nickerson	F/D	So	25	1	5	6	0.2400	0	1	0	0
Caroline Voyles	D	Jr	25	2	3	5	0.2000	0	1	0	0
Marissa Mullane	D	Jr	25	1	4	5	0.2000	0	1	0	0
Dana Yerigan	D	Fr	23	0	5	5	0.2174	0	0	0	0
Meghan Guay	F	Fr	25	3	1	4	0.1600	0	1	0	0
Lauren Goethals	D	Jr	25	0	3	3	0.1200	0	0	0	0
Lauren Bizzari	F	So	25	1	1	2	0.0800	0	0	0	0
Laura Clemson	F	So	6	0	1	1	0.1667	0	0	0	0
Lacey Brown	G	So	15	0	1	1	0.0667	0	0	0	0
Victoria Work	D	Jr	23	0	0	0	0.0000	0	0	0	0
Andrea Fuwa	D	Fr	25	0	0	0	0.0000	0	0	0	0
Jennifer Caruso	F	So	25	0	0	0	0.0000	0	0	0	0
Margaret Chute	F	Jr	17	0	0	0	0.0000	0	0	0	0
Genevieve Triganne	G	Jr	16	0	0	0	0.0000	0	0	0	0
Shelley Payne	G	So	2	0	0	0	0.0000	0	0	0	0
