Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stephanie Moberg	F/D	Sr	27	25	18	43	1.5926	4	8	5	4	2	1
Steph Moon	F	Jr	28	8	27	35	1.2500	5	10	2	1	1	0
Megan DiJulio	F	Jr	28	23	11	34	1.2143	15	41	5	7	0	1
Laurie Bowler	F	Sr	27	14	14	28	1.0370	3	6	3	3	0	0
Brittany Meade	F	Jr	27	9	19	28	1.0370	13	26	0	3	1	2
Erika Shaubel	D	So	28	3	18	21	0.7500	13	26	2	2	0	0
Teal Gove	F	Fr	28	10	9	19	0.6786	6	12	2	1	0	0
Kara Buehler	D	Jr	28	0	19	19	0.6786	5	13	0	0	0	0
Jordan Caldwell	F	Fr	28	6	11	17	0.6071	8	16	0	3	0	0
Kristen Bond	D	Jr	28	4	12	16	0.5714	5	10	1	3	0	0
Kate Fairfield	F	Jr	25	7	4	11	0.4400	11	22	1	0	0	0
Kayla McDougall	F	Sr	23	4	5	9	0.3913	5	10	2	0	0	0
Helen Giroux	F	Jr	22	6	2	8	0.3636	6	12	0	0	0	0
Mackenzie Lee	F	So	18	4	4	8	0.4444	0	0	0	0	0	0
Britt McKegg	D	So	19	1	5	6	0.3158	2	4	0	0	0	0
Kristin Maton	D	Fr	16	0	5	5	0.3125	0	0	0	0	0	0
Erica Pomponio	D	Fr	21	1	3	4	0.1905	5	10	0	1	0	0
Shannon Flattery	F	Fr	18	2	1	3	0.1667	2	4	0	0	0	0
Michelle Gatien	F	Fr	26	1	2	3	0.1154	4	8	0	0	0	0
Alyssa Belliveau	D	Fr	15	1	1	2	0.1333	2	4	0	0	0	0
Natalie Aldridge	F	Fr	3	0	2	2	0.6667	0	0	0	0	0	0
Danielle Roberts	D	So	19	0	1	1	0.0526	2	4	0	0	0	0
Anne Loewen	G	So	6	0	0	0	0.0000	0	0	0	0	0	0
Mandy Mackrell	G	Jr	22	0	0	0	0.0000	0	0	0	0	0	0
Allie Monuk	F	Fr	2	0	0	0	0.0000	1	2	0	0	0	0
