Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kelsey Kusch	F	So	27	20	19	39	1.4444	4	8	3	8	0	1
Danielle Smith	LW	Jr	27	17	12	29	1.0741	25	50	3	5	0	0
Devyn Fitzhenry	F	Fr	27	10	16	26	0.9630	8	19	1	2	0	0
Alix Vallee	D	Jr	27	6	20	26	0.9630	12	24	2	4	0	0
Sarah Connelly	F	Jr	27	13	8	21	0.7778	6	12	2	3	0	1
Hannah McGowan	F	Sr	25	10	9	19	0.7600	9	29	4	2	1	1
Courtney Millar	D	So	26	9	9	18	0.6923	23	46	2	0	0	0
Lauren Turner	F	Jr	27	2	16	18	0.6667	13	37	0	1	1	0
Kristin Maton	D	Sr	27	3	11	14	0.5185	4	8	0	2	0	0
Emily Marks	D	So	27	2	7	9	0.3333	29	66	2	1	0	0
Lauren Zachwieja	F	So	15	3	2	5	0.3333	4	8	0	0	0	0
Cara Harm	F	So	25	2	3	5	0.2000	0	0	0	0	0	0
Abby Kibler	F	Fr	27	3	1	4	0.1481	6	12	0	0	2	1
Kaitlyn Ryan	F	Fr	26	1	3	4	0.1538	0	0	0	0	0	0
Nichole Laflamme	F	Fr	11	2	1	3	0.2727	1	2	1	0	0	0
Audrey Noles	D	Fr	21	1	2	3	0.1429	8	16	0	0	0	0
Michelle Jones	F	Fr	10	0	2	2	0.2000	1	2	0	0	0	0
Becca Napoli	F	So	21	0	2	2	0.0952	0	0	0	0	0	0
Amanda Antos	D	So	27	0	1	1	0.0370	4	8	0	0	0	0
Ashley Chinn	F	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
Allie Carter	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Tyana Rasmusan	D	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Brittany Zeches	G	Sr	26	0	0	0	0.0000	0	0	0	0	0	0
